""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-150-20C.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

4.91,0.200,-0.00736,0.940,0.000
4.91,0.300,-0.00736,0.938,0.000
4.91,0.400,-0.00736,0.939,0.000
4.91,0.500,-0.00732,0.939,0.000
4.90,0.600,-0.00732,0.938,0.000
4.91,0.700,-0.00732,0.938,0.000
4.91,0.800,-0.00732,0.940,0.000
4.92,0.900,-0.00728,0.941,0.000
4.92,1.000,-0.00728,0.941,0.000
4.92,1.100,-0.00728,0.941,0.000
4.93,1.200,-0.00724,0.942,0.000
4.93,1.300,-0.00724,0.944,0.000
4.93,1.400,-0.00720,0.943,0.000
4.94,1.500,-0.00720,0.946,0.000
4.94,1.600,-0.00720,0.945,0.000
4.96,1.700,-0.00715,0.949,0.000
4.96,1.800,-0.00711,0.949,0.000
4.99,1.900,-0.00707,0.955,0.000
5.06,2.000,-0.00699,0.968,0.000
5.14,2.100,-0.00691,0.983,0.000
5.23,2.200,-0.00678,1.000,0.000
5.31,2.300,-0.00661,1.015,0.000
5.36,2.400,-0.00645,1.025,0.000
5.45,2.500,-0.00628,1.042,0.000
5.50,2.600,-0.00616,1.053,0.000
5.56,2.700,-0.00599,1.064,0.000
5.61,2.800,-0.00587,1.073,0.000
5.66,2.900,-0.00570,1.083,0.000
5.71,3.000,-0.00553,1.092,0.000
5.74,3.100,-0.00541,1.098,0.000
5.79,3.200,-0.00524,1.108,0.000
5.85,3.300,-0.00508,1.119,0.000
5.89,3.400,-0.00491,1.127,0.000
5.93,3.500,-0.00474,1.134,0.000
5.97,3.600,-0.00458,1.141,0.000
6.02,3.700,-0.00441,1.152,0.000
6.06,3.800,-0.00420,1.159,0.000
6.11,3.900,-0.00404,1.169,0.000
6.16,4.000,-0.00383,1.178,0.000
6.20,4.100,-0.00362,1.186,0.000
6.24,4.200,-0.00341,1.193,0.000
6.29,4.300,-0.00321,1.203,0.000
