""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","700-5-35C.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.08,0.200,-0.03981,0.337,-0.001
3.08,0.300,-0.03981,0.336,-0.001
3.08,0.400,-0.03981,0.336,-0.001
3.08,0.500,-0.03981,0.337,-0.001
3.09,0.600,-0.03981,0.337,-0.001
3.07,0.700,-0.03977,0.336,-0.001
3.09,0.800,-0.03977,0.338,-0.001
3.07,0.900,-0.03977,0.336,-0.001
3.07,1.000,-0.03977,0.336,-0.001
3.07,1.100,-0.03972,0.335,-0.001
3.08,1.200,-0.03972,0.337,-0.001
3.08,1.300,-0.03972,0.336,-0.001
3.09,1.400,-0.03968,0.337,-0.001
3.11,1.500,-0.03968,0.340,-0.001
3.11,1.600,-0.03964,0.340,-0.001
3.11,1.700,-0.03964,0.340,-0.001
3.15,1.800,-0.03960,0.344,-0.001
3.18,1.900,-0.03952,0.348,-0.001
3.23,2.000,-0.03939,0.353,-0.001
3.32,2.100,-0.03927,0.362,-0.001
3.38,2.200,-0.03910,0.369,-0.001
3.42,2.300,-0.03898,0.374,-0.001
3.47,2.400,-0.03885,0.379,-0.001
3.51,2.500,-0.03873,0.384,-0.001
3.57,2.600,-0.03860,0.389,-0.001
3.59,2.700,-0.03848,0.392,-0.001
3.65,2.800,-0.03835,0.398,-0.001
3.69,2.900,-0.03823,0.403,-0.001
3.71,3.000,-0.03810,0.405,-0.001
3.76,3.100,-0.03798,0.411,-0.001
3.79,3.200,-0.03781,0.413,-0.001
3.82,3.300,-0.03769,0.418,-0.001
3.86,3.400,-0.03756,0.422,-0.001
3.91,3.500,-0.03744,0.427,-0.001
3.92,3.600,-0.03731,0.429,-0.001
3.96,3.700,-0.03715,0.432,-0.001
3.99,3.800,-0.03702,0.436,-0.001
4.04,3.900,-0.03690,0.441,-0.001
4.06,4.000,-0.03673,0.444,-0.001
4.09,4.100,-0.03661,0.447,-0.001
4.12,4.200,-0.03644,0.450,-0.001
4.16,4.300,-0.03632,0.455,-0.001
4.19,4.400,-0.03615,0.457,-0.001
4.24,4.500,-0.03598,0.463,-0.001
4.26,4.600,-0.03586,0.465,-0.001
4.30,4.700,-0.03569,0.469,-0.001
4.31,4.800,-0.03557,0.471,-0.001
4.35,4.900,-0.03540,0.475,-0.001
4.39,5.000,-0.03524,0.479,-0.001
4.42,5.100,-0.03507,0.483,-0.001
4.47,5.200,-0.03490,0.488,-0.001
4.51,5.300,-0.03474,0.492,-0.001
4.53,5.400,-0.03457,0.495,-0.001
4.57,5.500,-0.03441,0.499,-0.001
4.60,5.600,-0.03420,0.503,-0.001
4.67,5.700,-0.03399,0.511,-0.001
4.70,5.800,-0.03382,0.513,-0.001
4.75,5.900,-0.03362,0.519,-0.001
4.80,6.000,-0.03337,0.525,-0.001
4.85,6.100,-0.03316,0.529,-0.001
4.90,6.200,-0.03295,0.535,-0.001
4.92,6.300,-0.03270,0.538,-0.001
4.98,6.400,-0.03249,0.543,-0.001
5.02,6.500,-0.03229,0.549,-0.001
5.07,6.600,-0.03208,0.554,-0.001
5.12,6.700,-0.03187,0.559,-0.001
5.16,6.800,-0.03166,0.564,-0.001
5.17,6.900,-0.03150,0.564,-0.001
5.21,7.000,-0.03129,0.569,-0.001
5.25,7.100,-0.03108,0.573,-0.001
5.27,7.200,-0.03092,0.576,-0.001
5.31,7.300,-0.03075,0.579,-0.001
5.35,7.400,-0.03058,0.584,-0.001
5.39,7.500,-0.03042,0.589,-0.001
5.41,7.600,-0.03029,0.591,-0.001
5.44,7.700,-0.03013,0.594,-0.001
5.46,7.800,-0.02996,0.596,-0.001
5.49,7.900,-0.02983,0.599,-0.001
5.52,8.000,-0.02967,0.602,-0.001
5.54,8.100,-0.02954,0.605,-0.001
5.57,8.200,-0.02938,0.608,-0.001
5.60,8.300,-0.02925,0.611,-0.001
5.63,8.400,-0.02913,0.615,-0.001
5.64,8.500,-0.02900,0.616,-0.001
5.67,8.600,-0.02884,0.619,-0.001
5.70,8.700,-0.02871,0.622,-0.001
5.73,8.800,-0.02855,0.626,-0.001
5.76,8.900,-0.02842,0.629,-0.001
5.78,9.000,-0.02826,0.631,-0.001
5.81,9.100,-0.02813,0.634,-0.001
5.83,9.200,-0.02796,0.637,-0.001
5.87,9.300,-0.02784,0.641,-0.001
5.90,9.400,-0.02767,0.644,-0.001
5.92,9.500,-0.02751,0.646,-0.001
5.95,9.600,-0.02738,0.650,-0.001
5.97,9.700,-0.02722,0.652,-0.001
5.99,9.800,-0.02705,0.654,-0.001
6.04,9.900,-0.02688,0.659,-0.001
6.07,10.000,-0.02672,0.663,-0.001
6.09,10.100,-0.02655,0.665,-0.001
6.12,10.200,-0.02643,0.668,-0.001
6.15,10.300,-0.02626,0.671,-0.001
6.18,10.400,-0.02609,0.675,-0.001
6.20,10.500,-0.02593,0.677,-0.001
6.22,10.600,-0.02576,0.679,-0.001
6.26,10.700,-0.02560,0.684,-0.001
6.29,10.800,-0.02543,0.687,-0.001
6.32,10.900,-0.02526,0.690,0.000
