""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","800-5-28B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

5.32,0.200,-0.02314,0.937,0.000
5.30,0.300,-0.02314,0.933,0.000
5.32,0.400,-0.02310,0.936,0.000
5.31,0.500,-0.02310,0.934,0.000
5.32,0.600,-0.02310,0.936,0.000
5.31,0.700,-0.02310,0.934,0.000
5.31,0.800,-0.02305,0.935,0.000
5.29,0.900,-0.02305,0.932,0.000
5.29,1.000,-0.02305,0.932,0.000
5.30,1.100,-0.02301,0.932,0.000
5.30,1.200,-0.02301,0.934,0.000
5.29,1.300,-0.02297,0.931,0.000
5.30,1.400,-0.02297,0.932,0.000
5.30,1.500,-0.02297,0.932,0.000
5.29,1.600,-0.02293,0.931,0.000
5.29,1.700,-0.02293,0.932,0.000
5.30,1.800,-0.02289,0.933,0.000
5.34,1.900,-0.02289,0.940,0.000
5.32,2.000,-0.02285,0.937,0.000
5.38,2.100,-0.02276,0.947,0.000
5.50,2.200,-0.02264,0.968,0.000
5.63,2.300,-0.02247,0.991,0.000
5.74,2.400,-0.02231,1.009,0.000
5.83,2.500,-0.02218,1.026,0.000
5.90,2.600,-0.02202,1.038,0.000
5.99,2.700,-0.02189,1.055,0.000
6.06,2.800,-0.02172,1.066,0.000
6.12,2.900,-0.02160,1.077,0.000
6.19,3.000,-0.02143,1.090,0.000
6.27,3.100,-0.02127,1.104,0.000
6.33,3.200,-0.02110,1.114,0.000
6.40,3.300,-0.02094,1.127,0.000
6.46,3.400,-0.02077,1.138,0.000
6.53,3.500,-0.02060,1.149,0.000
6.59,3.600,-0.02044,1.159,0.000
6.65,3.700,-0.02023,1.171,0.000
6.72,3.800,-0.02006,1.183,0.000
6.80,3.900,-0.01985,1.197,0.000
6.86,4.000,-0.01965,1.208,0.000
6.94,4.100,-0.01944,1.222,0.000
6.99,4.200,-0.01923,1.230,0.000
7.06,4.300,-0.01902,1.243,0.000
7.16,4.400,-0.01886,1.260,0.000
7.22,4.500,-0.01865,1.272,0.000
7.29,4.600,-0.01844,1.283,0.000
7.36,4.700,-0.01823,1.296,0.000
7.46,4.800,-0.01803,1.313,0.000
7.54,4.900,-0.01782,1.327,0.000
7.61,5.000,-0.01761,1.340,0.000
7.70,5.100,-0.01744,1.355,0.000
7.75,5.200,-0.01728,1.364,0.000
7.82,5.300,-0.01707,1.376,0.000
7.89,5.400,-0.01690,1.388,0.000
7.94,5.500,-0.01674,1.398,0.000
8.00,5.600,-0.01661,1.407,0.000
8.07,5.700,-0.01645,1.420,0.000
8.13,5.800,-0.01628,1.431,0.000
8.18,5.900,-0.01616,1.440,0.000
8.24,6.000,-0.01599,1.450,0.000
8.30,6.100,-0.01587,1.460,0.000
8.36,6.200,-0.01570,1.471,0.000
