""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","800-10-10A.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.97,0.200,-0.01714,0.383,0.000
2.97,0.300,-0.01714,0.383,0.000
2.98,0.400,-0.01714,0.383,0.000
2.97,0.500,-0.01714,0.382,0.000
2.96,0.600,-0.01710,0.381,0.000
2.97,0.700,-0.01710,0.383,0.000
2.98,0.800,-0.01710,0.384,0.000
2.98,0.900,-0.01710,0.383,0.000
2.98,1.000,-0.01706,0.383,0.000
2.99,1.100,-0.01706,0.385,0.000
2.99,1.200,-0.01706,0.385,0.000
2.98,1.300,-0.01706,0.384,0.000
2.99,1.400,-0.01702,0.385,0.000
2.98,1.500,-0.01702,0.384,0.000
2.97,1.600,-0.01702,0.383,0.000
2.98,1.700,-0.01702,0.384,0.000
2.98,1.800,-0.01698,0.384,0.000
2.98,1.900,-0.01698,0.384,0.000
3.00,2.000,-0.01693,0.386,0.000
3.00,2.100,-0.01689,0.387,0.000
3.07,2.200,-0.01681,0.396,0.000
3.17,2.300,-0.01668,0.408,0.000
3.29,2.400,-0.01656,0.424,0.000
3.43,2.500,-0.01639,0.442,0.000
3.56,2.600,-0.01623,0.459,0.000
3.67,2.700,-0.01606,0.473,0.000
3.77,2.800,-0.01594,0.486,0.000
3.85,2.900,-0.01577,0.496,0.000
3.95,3.000,-0.01565,0.509,0.000
4.04,3.100,-0.01552,0.520,0.000
4.11,3.200,-0.01535,0.529,0.000
4.16,3.300,-0.01523,0.535,0.000
4.21,3.400,-0.01511,0.542,0.000
4.28,3.500,-0.01498,0.551,0.000
4.35,3.600,-0.01486,0.561,0.000
4.41,3.700,-0.01473,0.568,0.000
4.46,3.800,-0.01461,0.574,0.000
4.52,3.900,-0.01448,0.583,0.000
4.57,4.000,-0.01432,0.589,0.000
4.64,4.100,-0.01419,0.597,0.000
4.69,4.200,-0.01407,0.604,0.000
4.76,4.300,-0.01394,0.613,0.000
4.81,4.400,-0.01378,0.619,0.000
4.87,4.500,-0.01365,0.628,0.000
4.95,4.600,-0.01348,0.637,0.000
5.00,4.700,-0.01336,0.644,0.000
5.07,4.800,-0.01319,0.653,0.000
5.11,4.900,-0.01307,0.659,0.000
5.16,5.000,-0.01290,0.665,0.000
5.22,5.100,-0.01274,0.672,0.000
5.26,5.200,-0.01261,0.677,0.000
5.29,5.300,-0.01245,0.681,0.000
5.32,5.400,-0.01228,0.686,0.000
5.37,5.500,-0.01211,0.691,0.000
5.40,5.600,-0.01199,0.695,0.000
5.44,5.700,-0.01182,0.701,0.000
5.45,5.800,-0.01166,0.702,0.000
5.48,5.900,-0.01149,0.706,0.000
5.50,6.000,-0.01132,0.708,0.000
5.52,6.100,-0.01116,0.711,0.000
5.54,6.200,-0.01099,0.714,0.000
5.55,6.300,-0.01078,0.715,0.000
5.57,6.400,-0.01062,0.718,0.000
5.59,6.500,-0.01041,0.720,0.000
5.61,6.600,-0.01024,0.723,0.000
5.65,6.700,-0.01004,0.728,0.000
5.73,6.800,-0.00983,0.738,0.000
5.81,6.900,-0.00962,0.748,0.000
5.88,7.000,-0.00941,0.757,0.000
5.95,7.100,-0.00916,0.767,0.000
6.02,7.200,-0.00895,0.776,0.000
6.10,7.300,-0.00875,0.786,0.000
6.20,7.400,-0.00854,0.798,0.000
6.27,7.500,-0.00833,0.807,0.000
6.33,7.600,-0.00817,0.815,0.000
6.39,7.700,-0.00796,0.823,0.000
