""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-5-24D.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

5.05,0.200,-0.07956,0.328,-0.002
5.04,0.300,-0.07956,0.327,-0.002
5.05,0.400,-0.07951,0.327,-0.002
5.04,0.500,-0.07951,0.327,-0.002
5.04,0.600,-0.07951,0.327,-0.002
5.04,0.700,-0.07947,0.327,-0.002
5.04,0.800,-0.07947,0.327,-0.002
5.04,0.900,-0.07947,0.327,-0.002
5.04,1.000,-0.07943,0.327,-0.002
5.04,1.100,-0.07943,0.327,-0.002
5.04,1.200,-0.07939,0.327,-0.002
5.04,1.300,-0.07939,0.327,-0.002
5.04,1.400,-0.07939,0.327,-0.002
5.05,1.500,-0.07935,0.327,-0.002
5.04,1.600,-0.07935,0.327,-0.002
5.07,1.700,-0.07931,0.329,-0.002
5.06,1.800,-0.07931,0.328,-0.002
5.06,1.900,-0.07927,0.328,-0.002
5.07,2.000,-0.07922,0.329,-0.002
5.08,2.100,-0.07922,0.330,-0.002
5.11,2.200,-0.07914,0.332,-0.002
5.14,2.300,-0.07910,0.333,-0.002
5.20,2.400,-0.07902,0.337,-0.002
5.29,2.500,-0.07893,0.343,-0.002
5.43,2.600,-0.07881,0.352,-0.002
5.57,2.700,-0.07860,0.361,-0.002
5.64,2.800,-0.07843,0.366,-0.002
5.70,2.900,-0.07823,0.370,-0.002
5.75,3.000,-0.07806,0.373,-0.002
5.80,3.100,-0.07785,0.376,-0.002
5.86,3.200,-0.07769,0.380,-0.002
5.93,3.300,-0.07748,0.385,-0.002
5.99,3.400,-0.07731,0.389,-0.002
6.06,3.500,-0.07710,0.393,-0.002
6.14,3.600,-0.07690,0.398,-0.002
6.21,3.700,-0.07669,0.403,-0.002
6.25,3.800,-0.07652,0.406,-0.002
6.32,3.900,-0.07631,0.410,-0.002
6.40,4.000,-0.07615,0.415,-0.001
6.44,4.100,-0.07594,0.418,-0.001
6.49,4.200,-0.07577,0.421,-0.001
6.55,4.300,-0.07557,0.425,-0.001
6.59,4.400,-0.07540,0.428,-0.001
6.64,4.500,-0.07523,0.431,-0.001
6.66,4.600,-0.07507,0.432,-0.001
6.72,4.700,-0.07490,0.436,-0.001
6.76,4.800,-0.07474,0.439,-0.001
6.76,4.900,-0.07457,0.439,-0.001
6.78,5.000,-0.07444,0.440,-0.001
6.80,5.100,-0.07432,0.441,-0.001
6.82,5.200,-0.07415,0.442,-0.001
6.84,5.300,-0.07403,0.444,-0.001
6.84,5.400,-0.07390,0.444,-0.001
6.85,5.500,-0.07374,0.444,-0.001
6.88,5.600,-0.07361,0.446,-0.001
6.90,5.700,-0.07349,0.448,-0.001
6.92,5.800,-0.07336,0.449,-0.001
6.93,5.900,-0.07320,0.450,-0.001
6.93,6.000,-0.07307,0.449,-0.001
6.97,6.100,-0.07295,0.452,-0.001
6.97,6.200,-0.07282,0.452,-0.001
6.99,6.300,-0.07266,0.454,-0.001
7.03,6.400,-0.07253,0.456,-0.001
7.05,6.500,-0.07241,0.458,-0.001
7.08,6.600,-0.07224,0.459,-0.001
7.11,6.700,-0.07212,0.462,-0.001
7.14,6.800,-0.07195,0.463,-0.001
7.18,6.900,-0.07179,0.466,-0.001
7.21,7.000,-0.07166,0.468,-0.001
7.26,7.100,-0.07149,0.471,-0.001
7.28,7.200,-0.07137,0.472,-0.001
7.33,7.300,-0.07120,0.475,-0.001
7.37,7.400,-0.07104,0.478,-0.001
7.39,7.500,-0.07087,0.479,-0.001
7.45,7.600,-0.07070,0.483,-0.001
7.49,7.700,-0.07058,0.486,-0.001
7.53,7.800,-0.07041,0.489,-0.001
7.58,7.900,-0.07025,0.491,-0.001
7.61,8.000,-0.07008,0.493,-0.001
7.67,8.100,-0.06992,0.498,-0.001
7.72,8.200,-0.06975,0.501,-0.001
7.77,8.300,-0.06958,0.504,-0.001
7.81,8.400,-0.06942,0.507,-0.001
7.88,8.500,-0.06921,0.511,-0.001
7.92,8.600,-0.06904,0.514,-0.001
7.99,8.700,-0.06883,0.518,-0.001
8.07,8.800,-0.06863,0.523,-0.001
8.12,8.900,-0.06846,0.527,-0.001
8.20,9.000,-0.06825,0.532,-0.001
8.27,9.100,-0.06800,0.536,-0.001
8.36,9.200,-0.06780,0.542,-0.001
8.45,9.300,-0.06755,0.548,-0.001
8.51,9.400,-0.06734,0.552,-0.001
8.59,9.500,-0.06713,0.557,-0.001
8.68,9.600,-0.06692,0.563,-0.001
8.74,9.700,-0.06667,0.567,-0.001
8.83,9.800,-0.06647,0.572,-0.001
8.91,9.900,-0.06626,0.578,-0.001
8.97,10.000,-0.06609,0.582,-0.001
9.05,10.100,-0.06588,0.587,-0.001
9.14,10.200,-0.06572,0.593,-0.001
9.18,10.300,-0.06551,0.595,-0.001
9.24,10.400,-0.06534,0.599,-0.001
9.28,10.500,-0.06518,0.602,-0.001
9.35,10.600,-0.06505,0.607,-0.001
9.41,10.700,-0.06489,0.610,-0.001
9.46,10.800,-0.06472,0.614,-0.001
9.52,10.900,-0.06460,0.618,-0.001
9.56,11.000,-0.06443,0.620,-0.001
9.63,11.100,-0.06431,0.625,-0.001
9.68,11.200,-0.06418,0.628,-0.001
9.72,11.300,-0.06401,0.631,-0.001
9.79,11.400,-0.06389,0.635,-0.001
9.84,11.500,-0.06376,0.638,-0.001
9.88,11.600,-0.06360,0.641,-0.001
9.94,11.700,-0.06347,0.645,-0.001
10.01,11.800,-0.06335,0.649,-0.001
10.07,11.900,-0.06318,0.653,-0.001
10.11,12.000,-0.06306,0.656,-0.001
10.17,12.100,-0.06289,0.660,-0.001
10.24,12.200,-0.06277,0.664,-0.001
10.29,12.300,-0.06260,0.667,-0.001
10.36,12.400,-0.06248,0.672,-0.001
10.43,12.500,-0.06231,0.677,-0.001
10.49,12.600,-0.06214,0.681,-0.001
10.56,12.700,-0.06202,0.685,-0.001
10.62,12.800,-0.06185,0.689,-0.001
10.68,12.900,-0.06169,0.693,-0.001
10.75,13.000,-0.06156,0.697,-0.001
10.82,13.100,-0.06140,0.702,-0.001
10.87,13.200,-0.06123,0.705,-0.001
10.95,13.300,-0.06106,0.710,-0.001
11.01,13.400,-0.06094,0.714,-0.001
11.07,13.500,-0.06077,0.718,-0.001
11.15,13.600,-0.06061,0.723,-0.001
11.22,13.700,-0.06044,0.728,-0.001
11.29,13.800,-0.06027,0.733,-0.001
11.36,13.900,-0.06011,0.737,-0.001
11.44,14.000,-0.05994,0.742,-0.001
11.54,14.100,-0.05978,0.748,-0.001
11.61,14.200,-0.05957,0.753,-0.001
11.70,14.300,-0.05940,0.759,-0.001
11.78,14.400,-0.05919,0.764,-0.001
11.88,14.500,-0.05899,0.771,-0.001
11.97,14.600,-0.05878,0.777,-0.001
12.08,14.700,-0.05857,0.784,-0.001
12.17,14.800,-0.05836,0.789,-0.001
12.29,14.900,-0.05815,0.797,-0.001
12.36,15.000,-0.05795,0.802,-0.001
12.47,15.100,-0.05774,0.809,-0.001
12.55,15.200,-0.05753,0.814,-0.001
12.64,15.300,-0.05732,0.820,-0.001
12.73,15.400,-0.05712,0.826,-0.001
12.83,15.500,-0.05691,0.832,-0.001
12.91,15.600,-0.05674,0.838,-0.001
12.98,15.700,-0.05653,0.842,-0.001
13.06,15.800,-0.05633,0.848,-0.001
13.13,15.900,-0.05616,0.852,-0.001
13.19,16.000,-0.05599,0.856,-0.001
13.28,16.100,-0.05583,0.861,-0.001
13.34,16.200,-0.05566,0.865,-0.001
13.41,16.300,-0.05550,0.870,-0.001
13.48,16.400,-0.05537,0.874,-0.001
13.56,16.500,-0.05520,0.880,-0.001
13.60,16.600,-0.05508,0.882,-0.001
13.69,16.700,-0.05491,0.888,-0.001
13.73,16.800,-0.05479,0.891,-0.001
13.80,16.900,-0.05462,0.895,-0.001
13.85,17.000,-0.05450,0.899,-0.001
13.91,17.100,-0.05437,0.902,-0.001
13.96,17.200,-0.05421,0.906,-0.001
14.03,17.300,-0.05408,0.910,-0.001
14.09,17.400,-0.05396,0.914,-0.001
14.17,17.500,-0.05379,0.919,-0.001
14.21,17.600,-0.05367,0.922,-0.001
14.27,17.700,-0.05354,0.926,-0.001
14.35,17.800,-0.05338,0.931,-0.001
14.40,17.900,-0.05325,0.934,-0.001
14.47,18.000,-0.05309,0.939,-0.001
14.57,18.100,-0.05296,0.945,-0.001
14.63,18.200,-0.05279,0.949,-0.001
14.67,18.300,-0.05267,0.952,-0.001
14.76,18.400,-0.05250,0.958,-0.001
14.85,18.500,-0.05234,0.963,-0.001
14.93,18.600,-0.05217,0.968,-0.001
14.98,18.700,-0.05205,0.972,-0.001
15.07,18.800,-0.05188,0.978,-0.001
15.15,18.900,-0.05171,0.983,-0.001
15.21,19.000,-0.05155,0.987,-0.001
15.28,19.100,-0.05138,0.991,-0.001
15.35,19.200,-0.05122,0.996,-0.001
15.45,19.300,-0.05109,1.002,-0.001
15.51,19.400,-0.05092,1.006,-0.001
15.60,19.500,-0.05076,1.012,-0.001
15.70,19.600,-0.05059,1.018,-0.001
15.76,19.700,-0.05043,1.023,-0.001
15.85,19.800,-0.05022,1.028,-0.001
15.94,19.900,-0.05005,1.034,-0.001
16.05,20.000,-0.04984,1.041,-0.001
16.13,20.100,-0.04968,1.046,-0.001
