""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","800-5-35B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.65,0.200,-0.03552,0.633,-0.001
3.64,0.300,-0.03552,0.631,-0.001
3.65,0.400,-0.03552,0.633,-0.001
3.65,0.500,-0.03548,0.633,-0.001
3.65,0.600,-0.03548,0.633,-0.001
3.66,0.700,-0.03548,0.635,-0.001
3.66,0.800,-0.03544,0.634,-0.001
3.67,0.900,-0.03544,0.636,-0.001
3.66,1.000,-0.03544,0.635,-0.001
3.66,1.100,-0.03540,0.635,-0.001
3.67,1.200,-0.03540,0.637,-0.001
3.67,1.300,-0.03535,0.636,-0.001
3.68,1.400,-0.03535,0.639,-0.001
3.70,1.500,-0.03531,0.642,-0.001
3.73,1.600,-0.03527,0.647,-0.001
3.77,1.700,-0.03523,0.653,-0.001
3.84,1.800,-0.03511,0.666,-0.001
3.92,1.900,-0.03494,0.681,-0.001
4.00,2.000,-0.03481,0.694,-0.001
4.10,2.100,-0.03465,0.711,-0.001
4.16,2.200,-0.03448,0.722,-0.001
4.21,2.300,-0.03436,0.730,-0.001
4.25,2.400,-0.03419,0.737,-0.001
4.30,2.500,-0.03407,0.746,-0.001
4.34,2.600,-0.03390,0.752,-0.001
4.37,2.700,-0.03378,0.759,-0.001
4.40,2.800,-0.03365,0.762,-0.001
4.43,2.900,-0.03353,0.769,-0.001
4.46,3.000,-0.03336,0.773,-0.001
4.48,3.100,-0.03324,0.777,-0.001
4.50,3.200,-0.03311,0.780,-0.001
4.53,3.300,-0.03299,0.786,-0.001
4.51,3.400,-0.03286,0.782,-0.001
4.57,3.500,-0.03270,0.792,-0.001
4.57,3.600,-0.03257,0.793,-0.001
4.59,3.700,-0.03245,0.796,-0.001
4.61,3.800,-0.03232,0.799,-0.001
4.62,3.900,-0.03215,0.802,-0.001
4.64,4.000,-0.03203,0.804,-0.001
4.67,4.100,-0.03186,0.811,-0.001
4.68,4.200,-0.03174,0.812,-0.001
4.70,4.300,-0.03161,0.815,-0.001
4.72,4.400,-0.03145,0.818,-0.001
4.73,4.500,-0.03128,0.821,-0.001
4.76,4.600,-0.03116,0.825,-0.001
4.77,4.700,-0.03099,0.828,-0.001
4.80,4.800,-0.03087,0.832,-0.001
4.80,4.900,-0.03070,0.832,-0.001
4.81,5.000,-0.03053,0.835,-0.001
4.84,5.100,-0.03041,0.840,-0.001
4.85,5.200,-0.03024,0.841,-0.001
4.87,5.300,-0.03008,0.844,-0.001
4.91,5.400,-0.02995,0.851,-0.001
4.91,5.500,-0.02979,0.852,-0.001
4.93,5.600,-0.02962,0.856,-0.001
4.95,5.700,-0.02945,0.859,-0.001
4.97,5.800,-0.02929,0.862,-0.001
4.99,5.900,-0.02912,0.865,-0.001
4.99,6.000,-0.02896,0.866,-0.001
5.00,6.100,-0.02879,0.866,-0.001
5.04,6.200,-0.02858,0.874,-0.001
5.05,6.300,-0.02841,0.875,-0.001
5.08,6.400,-0.02821,0.880,-0.001
5.09,6.500,-0.02800,0.883,-0.001
5.12,6.600,-0.02779,0.887,-0.001
5.13,6.700,-0.02758,0.890,-0.001
5.17,6.800,-0.02738,0.896,-0.001
5.18,6.900,-0.02717,0.898,-0.001
5.21,7.000,-0.02696,0.904,-0.001
5.22,7.100,-0.02675,0.905,-0.001
5.25,7.200,-0.02659,0.910,-0.001
5.25,7.300,-0.02638,0.910,-0.001
5.29,7.400,-0.02617,0.916,-0.001
5.28,7.500,-0.02596,0.915,-0.001
5.29,7.600,-0.02580,0.917,-0.001
5.31,7.700,-0.02563,0.921,-0.001
5.34,7.800,-0.02542,0.926,-0.001
5.34,7.900,-0.02526,0.926,0.000
5.35,8.000,-0.02509,0.929,0.000
5.36,8.100,-0.02497,0.930,0.000
5.39,8.200,-0.02480,0.935,0.000
5.39,8.300,-0.02463,0.935,0.000
5.43,8.400,-0.02447,0.941,0.000
5.42,8.500,-0.02434,0.940,0.000
5.43,8.600,-0.02418,0.941,0.000
5.46,8.700,-0.02405,0.947,0.000
5.46,8.800,-0.02393,0.947,0.000
5.46,8.900,-0.02376,0.947,0.000
5.48,9.000,-0.02364,0.950,0.000
5.49,9.100,-0.02351,0.952,0.000
5.51,9.200,-0.02335,0.955,0.000
5.53,9.300,-0.02322,0.958,0.000
5.52,9.400,-0.02310,0.957,0.000
5.54,9.500,-0.02293,0.961,0.000
5.55,9.600,-0.02280,0.963,0.000
5.57,9.700,-0.02268,0.966,0.000
5.58,9.800,-0.02251,0.968,0.000
5.61,9.900,-0.02239,0.973,0.000
5.61,10.000,-0.02222,0.974,0.000
5.63,10.100,-0.02210,0.976,0.000
5.64,10.200,-0.02193,0.978,0.000
5.66,10.300,-0.02181,0.981,0.000
5.66,10.400,-0.02164,0.982,0.000
5.69,10.500,-0.02147,0.986,0.000
5.72,10.600,-0.02135,0.992,0.000
5.72,10.700,-0.02118,0.992,0.000
5.76,10.800,-0.02102,0.999,0.000
5.78,10.900,-0.02089,1.002,0.000
