""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-150-35C.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.51,0.200,-0.03617,0.471,-0.001
2.52,0.300,-0.03617,0.472,-0.001
2.51,0.400,-0.03617,0.472,-0.001
2.51,0.500,-0.03617,0.471,-0.001
2.49,0.600,-0.03612,0.468,-0.001
2.51,0.700,-0.03612,0.471,-0.001
2.51,0.800,-0.03612,0.470,-0.001
2.50,0.900,-0.03612,0.469,-0.001
2.51,1.000,-0.03608,0.470,-0.001
2.50,1.100,-0.03608,0.469,-0.001
2.49,1.200,-0.03608,0.468,-0.001
2.50,1.300,-0.03604,0.469,-0.001
2.50,1.400,-0.03604,0.470,-0.001
2.50,1.500,-0.03604,0.469,-0.001
2.50,1.600,-0.03600,0.469,-0.001
2.50,1.700,-0.03600,0.470,-0.001
2.51,1.800,-0.03596,0.471,-0.001
2.53,1.900,-0.03592,0.476,-0.001
2.58,2.000,-0.03579,0.484,-0.001
2.70,2.100,-0.03558,0.507,-0.001
2.81,2.200,-0.03534,0.527,-0.001
2.85,2.300,-0.03513,0.535,-0.001
2.88,2.400,-0.03496,0.541,-0.001
2.92,2.500,-0.03475,0.547,-0.001
2.93,2.600,-0.03459,0.550,-0.001
2.98,2.700,-0.03438,0.560,-0.001
2.99,2.800,-0.03421,0.561,-0.001
3.01,2.900,-0.03405,0.566,-0.001
3.04,3.000,-0.03388,0.572,-0.001
3.07,3.100,-0.03367,0.576,-0.001
3.08,3.200,-0.03355,0.579,-0.001
3.11,3.300,-0.03338,0.584,-0.001
3.13,3.400,-0.03322,0.588,-0.001
3.17,3.500,-0.03309,0.594,-0.001
3.17,3.600,-0.03293,0.596,-0.001
3.20,3.700,-0.03280,0.601,-0.001
3.23,3.800,-0.03263,0.606,-0.001
3.23,3.900,-0.03251,0.607,-0.001
3.26,4.000,-0.03238,0.612,-0.001
3.29,4.100,-0.03222,0.618,-0.001
3.31,4.200,-0.03209,0.621,-0.001
3.33,4.300,-0.03197,0.626,-0.001
3.35,4.400,-0.03184,0.630,-0.001
3.36,4.500,-0.03172,0.632,-0.001
3.39,4.600,-0.03155,0.637,-0.001
3.43,4.700,-0.03143,0.644,-0.001
3.44,4.800,-0.03130,0.646,-0.001
3.47,4.900,-0.03118,0.651,-0.001
3.50,5.000,-0.03101,0.657,-0.001
3.51,5.100,-0.03089,0.660,-0.001
3.53,5.200,-0.03076,0.664,-0.001
3.56,5.300,-0.03060,0.667,-0.001
3.57,5.400,-0.03047,0.671,-0.001
3.61,5.500,-0.03031,0.678,-0.001
3.63,5.600,-0.03018,0.681,-0.001
3.66,5.700,-0.03002,0.688,-0.001
3.68,5.800,-0.02985,0.690,-0.001
3.70,5.900,-0.02968,0.695,-0.001
3.74,6.000,-0.02956,0.701,-0.001
3.75,6.100,-0.02939,0.704,-0.001
3.77,6.200,-0.02927,0.709,-0.001
3.81,6.300,-0.02910,0.715,-0.001
3.83,6.400,-0.02894,0.720,-0.001
3.85,6.500,-0.02877,0.723,-0.001
3.88,6.600,-0.02864,0.727,-0.001
3.89,6.700,-0.02848,0.730,-0.001
3.92,6.800,-0.02831,0.735,-0.001
3.13,6.900,-0.02815,0.587,-0.001
3.31,7.000,-0.02798,0.621,-0.001
3.44,7.100,-0.02781,0.647,-0.001
3.56,7.200,-0.02761,0.668,-0.001
3.66,7.300,-0.02744,0.688,-0.001
3.75,7.400,-0.02723,0.704,-0.001
3.81,7.500,-0.02702,0.714,-0.001
3.89,7.600,-0.02686,0.731,-0.001
3.95,7.700,-0.02665,0.742,-0.001
4.00,7.800,-0.02644,0.750,-0.001
4.04,7.900,-0.02623,0.759,-0.001
4.09,8.000,-0.02599,0.768,-0.001
4.11,8.100,-0.02578,0.772,-0.001
4.16,8.200,-0.02557,0.781,-0.001
4.19,8.300,-0.02540,0.786,-0.001
4.22,8.400,-0.02520,0.792,0.000
4.26,8.500,-0.02499,0.800,0.000
4.30,8.600,-0.02478,0.807,0.000
4.31,8.700,-0.02461,0.809,0.000
4.33,8.800,-0.02441,0.813,0.000
4.36,8.900,-0.02424,0.819,0.000
4.39,9.000,-0.02407,0.824,0.000
4.40,9.100,-0.02391,0.827,0.000
4.42,9.200,-0.02374,0.829,0.000
4.45,9.300,-0.02358,0.835,0.000
4.47,9.400,-0.02345,0.839,0.000
4.48,9.500,-0.02328,0.842,0.000
4.51,9.600,-0.02316,0.847,0.000
4.52,9.700,-0.02299,0.848,0.000
4.54,9.800,-0.02287,0.852,0.000
4.55,9.900,-0.02270,0.854,0.000
4.57,10.000,-0.02258,0.858,0.000
4.59,10.100,-0.02245,0.862,0.000
4.60,10.200,-0.02233,0.863,0.000
4.62,10.300,-0.02216,0.868,0.000
4.65,10.400,-0.02204,0.872,0.000
4.68,10.500,-0.02191,0.878,0.000
4.67,10.600,-0.02179,0.877,0.000
4.69,10.700,-0.02162,0.880,0.000
4.71,10.800,-0.02150,0.885,0.000
4.73,10.900,-0.02133,0.889,0.000
4.75,11.000,-0.02121,0.892,0.000
