""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","1000-5-35B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.66,0.200,-0.02555,0.683,-0.001
3.64,0.300,-0.02555,0.678,-0.001
3.64,0.400,-0.02551,0.680,-0.001
3.65,0.500,-0.02551,0.681,-0.001
3.66,0.600,-0.02551,0.682,-0.001
3.63,0.700,-0.02551,0.678,-0.001
3.65,0.800,-0.02547,0.682,-0.001
3.64,0.900,-0.02547,0.680,-0.001
3.67,1.000,-0.02547,0.684,-0.001
3.65,1.100,-0.02543,0.680,-0.001
3.65,1.200,-0.02543,0.682,-0.001
3.66,1.300,-0.02539,0.683,0.000
3.66,1.400,-0.02539,0.682,0.000
3.66,1.500,-0.02539,0.682,0.000
3.67,1.600,-0.02534,0.685,0.000
3.68,1.700,-0.02530,0.686,0.000
3.71,1.800,-0.02530,0.692,0.000
3.75,1.900,-0.02522,0.699,0.000
3.83,2.000,-0.02509,0.715,0.000
3.97,2.100,-0.02485,0.740,0.000
4.08,2.200,-0.02464,0.761,0.000
4.17,2.300,-0.02447,0.778,0.000
4.23,2.400,-0.02426,0.789,0.000
4.29,2.500,-0.02406,0.801,0.000
4.37,2.600,-0.02389,0.815,0.000
4.41,2.700,-0.02368,0.822,0.000
4.44,2.800,-0.02352,0.829,0.000
4.51,2.900,-0.02331,0.841,0.000
4.53,3.000,-0.02314,0.846,0.000
4.57,3.100,-0.02298,0.852,0.000
4.60,3.200,-0.02281,0.858,0.000
4.64,3.300,-0.02264,0.865,0.000
4.68,3.400,-0.02252,0.872,0.000
4.70,3.500,-0.02235,0.877,0.000
4.71,3.600,-0.02223,0.879,0.000
4.73,3.700,-0.02206,0.883,0.000
4.77,3.800,-0.02194,0.889,0.000
4.78,3.900,-0.02177,0.892,0.000
4.81,4.000,-0.02165,0.898,0.000
4.82,4.100,-0.02152,0.900,0.000
4.84,4.200,-0.02135,0.904,0.000
4.87,4.300,-0.02123,0.909,0.000
4.87,4.400,-0.02111,0.909,0.000
4.92,4.500,-0.02098,0.918,0.000
4.92,4.600,-0.02081,0.919,0.000
4.96,4.700,-0.02069,0.925,0.000
4.96,4.800,-0.02057,0.925,0.000
