""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-5-20A.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

5.95,0.200,-0.06412,0.619,-0.001
5.94,0.300,-0.06412,0.618,-0.001
5.94,0.400,-0.06412,0.618,-0.001
5.94,0.500,-0.06412,0.618,-0.001
5.95,0.600,-0.06408,0.618,-0.001
5.94,0.700,-0.06408,0.618,-0.001
5.94,0.800,-0.06408,0.618,-0.001
5.94,0.900,-0.06403,0.618,-0.001
5.95,1.000,-0.06403,0.619,-0.001
5.94,1.100,-0.06403,0.618,-0.001
5.96,1.200,-0.06399,0.620,-0.001
5.94,1.300,-0.06399,0.618,-0.001
5.93,1.400,-0.06399,0.617,-0.001
5.94,1.500,-0.06395,0.618,-0.001
5.94,1.600,-0.06395,0.618,-0.001
5.94,1.700,-0.06391,0.618,-0.001
5.95,1.800,-0.06391,0.619,-0.001
5.95,1.900,-0.06387,0.619,-0.001
5.98,2.000,-0.06383,0.622,-0.001
6.00,2.100,-0.06378,0.624,-0.001
6.07,2.200,-0.06370,0.632,-0.001
6.16,2.300,-0.06362,0.641,-0.001
6.26,2.400,-0.06345,0.652,-0.001
6.40,2.500,-0.06333,0.666,-0.001
6.51,2.600,-0.06316,0.677,-0.001
6.60,2.700,-0.06299,0.686,-0.001
6.68,2.800,-0.06283,0.695,-0.001
6.75,2.900,-0.06266,0.702,-0.001
6.82,3.000,-0.06250,0.710,-0.001
6.87,3.100,-0.06233,0.715,-0.001
6.94,3.200,-0.06216,0.722,-0.001
6.99,3.300,-0.06200,0.727,-0.001
7.05,3.400,-0.06183,0.733,-0.001
7.09,3.500,-0.06166,0.738,-0.001
7.14,3.600,-0.06146,0.743,-0.001
7.19,3.700,-0.06125,0.748,-0.001
7.26,3.800,-0.06108,0.755,-0.001
7.30,3.900,-0.06088,0.759,-0.001
7.35,4.000,-0.06067,0.764,-0.001
7.39,4.100,-0.06046,0.768,-0.001
7.44,4.200,-0.06025,0.773,-0.001
7.47,4.300,-0.06004,0.777,-0.001
7.51,4.400,-0.05988,0.782,-0.001
7.55,4.500,-0.05967,0.785,-0.001
7.59,4.600,-0.05946,0.790,-0.001
7.61,4.700,-0.05930,0.791,-0.001
7.66,4.800,-0.05913,0.797,-0.001
7.68,4.900,-0.05892,0.798,-0.001
7.72,5.000,-0.05876,0.803,-0.001
7.74,5.100,-0.05859,0.805,-0.001
7.78,5.200,-0.05842,0.809,-0.001
7.81,5.300,-0.05826,0.812,-0.001
7.85,5.400,-0.05813,0.816,-0.001
7.87,5.500,-0.05797,0.818,-0.001
7.90,5.600,-0.05780,0.822,-0.001
7.93,5.700,-0.05768,0.825,-0.001
7.97,5.800,-0.05751,0.829,-0.001
7.98,5.900,-0.05738,0.830,-0.001
8.00,6.000,-0.05726,0.832,-0.001
8.04,6.100,-0.05709,0.836,-0.001
8.07,6.200,-0.05697,0.840,-0.001
8.08,6.300,-0.05684,0.841,-0.001
8.12,6.400,-0.05668,0.845,-0.001
8.13,6.500,-0.05655,0.846,-0.001
8.18,6.600,-0.05643,0.851,-0.001
8.19,6.700,-0.05630,0.852,-0.001
8.23,6.800,-0.05614,0.857,-0.001
8.26,6.900,-0.05601,0.859,-0.001
8.29,7.000,-0.05585,0.863,-0.001
8.32,7.100,-0.05572,0.866,-0.001
8.37,7.200,-0.05556,0.871,-0.001
8.38,7.300,-0.05543,0.872,-0.001
8.41,7.400,-0.05527,0.875,-0.001
8.47,7.500,-0.05510,0.881,-0.001
8.51,7.600,-0.05497,0.885,-0.001
8.54,7.700,-0.05481,0.888,-0.001
8.58,7.800,-0.05464,0.893,-0.001
8.61,7.900,-0.05448,0.895,-0.001
8.65,8.000,-0.05435,0.900,-0.001
8.68,8.100,-0.05418,0.903,-0.001
8.73,8.200,-0.05402,0.908,-0.001
8.75,8.300,-0.05385,0.911,-0.001
8.80,8.400,-0.05369,0.915,-0.001
8.84,8.500,-0.05352,0.920,-0.001
8.89,8.600,-0.05335,0.925,-0.001
8.93,8.700,-0.05319,0.928,-0.001
8.96,8.800,-0.05302,0.932,-0.001
8.99,8.900,-0.05281,0.935,-0.001
9.04,9.000,-0.05265,0.940,-0.001
9.11,9.100,-0.05244,0.948,-0.001
9.16,9.200,-0.05227,0.953,-0.001
9.20,9.300,-0.05207,0.957,-0.001
9.27,9.400,-0.05186,0.964,-0.001
9.30,9.500,-0.05165,0.967,-0.001
9.35,9.600,-0.05144,0.973,-0.001
9.41,9.700,-0.05123,0.979,-0.001
9.47,9.800,-0.05103,0.985,-0.001
9.51,9.900,-0.05078,0.989,-0.001
9.58,10.000,-0.05057,0.997,-0.001
9.61,10.100,-0.05036,1.000,-0.001
9.67,10.200,-0.05015,1.006,-0.001
9.74,10.300,-0.04995,1.013,-0.001
9.78,10.400,-0.04978,1.017,-0.001
9.83,10.500,-0.04957,1.023,-0.001
9.87,10.600,-0.04936,1.027,-0.001
9.91,10.700,-0.04920,1.031,-0.001
9.93,10.800,-0.04903,1.033,-0.001
9.97,10.900,-0.04887,1.037,-0.001
10.02,11.000,-0.04870,1.042,-0.001
10.07,11.100,-0.04853,1.048,-0.001
10.10,11.200,-0.04837,1.050,-0.001
10.14,11.300,-0.04824,1.055,-0.001
10.18,11.400,-0.04808,1.059,-0.001
10.22,11.500,-0.04791,1.063,-0.001
10.24,11.600,-0.04779,1.065,-0.001
10.27,11.700,-0.04766,1.069,-0.001
10.33,11.800,-0.04749,1.075,-0.001
10.37,11.900,-0.04737,1.079,-0.001
10.39,12.000,-0.04724,1.081,-0.001
10.42,12.100,-0.04708,1.083,-0.001
10.47,12.200,-0.04695,1.089,-0.001
10.50,12.300,-0.04683,1.093,-0.001
10.54,12.400,-0.04666,1.096,-0.001
10.59,12.500,-0.04654,1.101,-0.001
10.62,12.600,-0.04637,1.105,-0.001
10.66,12.700,-0.04625,1.109,-0.001
10.71,12.800,-0.04608,1.114,-0.001
10.74,12.900,-0.04596,1.117,-0.001
10.78,13.000,-0.04579,1.121,-0.001
10.82,13.100,-0.04567,1.126,-0.001
10.85,13.200,-0.04550,1.129,-0.001
10.90,13.300,-0.04537,1.134,-0.001
10.95,13.400,-0.04521,1.139,-0.001
10.98,13.500,-0.04504,1.142,-0.001
11.02,13.600,-0.04492,1.147,-0.001
11.08,13.700,-0.04475,1.153,-0.001
11.13,13.800,-0.04459,1.157,-0.001
11.17,13.900,-0.04442,1.162,-0.001
11.19,14.000,-0.04429,1.164,-0.001
11.25,14.100,-0.04413,1.170,-0.001
11.27,14.200,-0.04396,1.173,-0.001
11.32,14.300,-0.04380,1.177,-0.001
11.38,14.400,-0.04363,1.184,-0.001
11.42,14.500,-0.04346,1.188,-0.001
11.48,14.600,-0.04330,1.194,-0.001
11.53,14.700,-0.04309,1.199,-0.001
11.57,14.800,-0.04292,1.204,-0.001
11.64,14.900,-0.04272,1.211,-0.001
11.70,15.000,-0.04251,1.217,-0.001
11.76,15.100,-0.04230,1.224,-0.001
11.82,15.200,-0.04209,1.229,-0.001
11.89,15.300,-0.04188,1.236,-0.001
11.94,15.400,-0.04163,1.242,-0.001
12.00,15.500,-0.04143,1.248,-0.001
12.06,15.600,-0.04122,1.255,-0.001
12.12,15.700,-0.04097,1.261,-0.001
12.19,15.800,-0.04076,1.268,-0.001
12.23,15.900,-0.04055,1.272,-0.001
12.31,16.000,-0.04035,1.280,-0.001
12.34,16.100,-0.04018,1.284,-0.001
12.39,16.200,-0.03997,1.289,-0.001
12.44,16.300,-0.03981,1.294,-0.001
12.49,16.400,-0.03960,1.300,-0.001
12.52,16.500,-0.03943,1.303,-0.001
12.56,16.600,-0.03927,1.307,-0.001
12.62,16.700,-0.03914,1.313,-0.001
12.67,16.800,-0.03898,1.318,-0.001
12.70,16.900,-0.03885,1.321,-0.001
12.75,17.000,-0.03868,1.326,-0.001
12.78,17.100,-0.03856,1.330,-0.001
12.81,17.200,-0.03839,1.332,-0.001
12.85,17.300,-0.03827,1.337,-0.001
12.89,17.400,-0.03814,1.341,-0.001
12.91,17.500,-0.03802,1.343,-0.001
12.97,17.600,-0.03785,1.349,-0.001
12.98,17.700,-0.03773,1.350,-0.001
13.04,17.800,-0.03760,1.356,-0.001
13.07,17.900,-0.03748,1.360,-0.001
13.14,18.000,-0.03731,1.367,-0.001
13.16,18.100,-0.03719,1.369,-0.001
13.21,18.200,-0.03702,1.374,-0.001
13.25,18.300,-0.03690,1.379,-0.001
13.31,18.400,-0.03673,1.384,-0.001
13.33,18.500,-0.03661,1.387,-0.001
13.39,18.600,-0.03644,1.393,-0.001
13.43,18.700,-0.03632,1.397,-0.001
13.50,18.800,-0.03615,1.404,-0.001
13.52,18.900,-0.03598,1.407,-0.001
13.58,19.000,-0.03586,1.412,-0.001
13.61,19.100,-0.03569,1.416,-0.001
13.66,19.200,-0.03553,1.421,-0.001
13.70,19.300,-0.03540,1.425,-0.001
13.76,19.400,-0.03524,1.431,-0.001
13.79,19.500,-0.03507,1.434,-0.001
13.83,19.600,-0.03490,1.439,-0.001
13.89,19.700,-0.03474,1.445,-0.001
13.92,19.800,-0.03457,1.449,-0.001
13.98,19.900,-0.03445,1.454,-0.001
14.04,20.000,-0.03424,1.460,-0.001
14.07,20.100,-0.03407,1.464,-0.001
14.14,20.200,-0.03391,1.471,-0.001
14.19,20.300,-0.03374,1.476,-0.001
14.27,20.400,-0.03353,1.484,-0.001
