""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-10-20A.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.34,0.200,0.01240,0.622,0.000
3.34,0.300,0.01240,0.621,0.000
3.34,0.400,0.01240,0.621,0.000
3.33,0.500,0.01240,0.619,0.000
3.34,0.600,0.01240,0.621,0.000
3.33,0.700,0.01244,0.619,0.000
3.35,0.800,0.01244,0.623,0.000
3.34,0.900,0.01244,0.622,0.000
3.35,1.000,0.01244,0.622,0.000
3.33,1.100,0.01248,0.619,0.000
3.35,1.200,0.01248,0.622,0.000
3.32,1.300,0.01248,0.618,0.000
3.34,1.400,0.01252,0.622,0.000
3.32,1.500,0.01252,0.618,0.000
3.34,1.600,0.01252,0.620,0.000
3.33,1.700,0.01256,0.620,0.000
3.36,1.800,0.01260,0.625,0.000
3.38,1.900,0.01265,0.628,0.000
3.41,2.000,0.01273,0.634,0.000
3.46,2.100,0.01290,0.644,0.000
3.57,2.200,0.01306,0.664,0.000
3.61,2.300,0.01327,0.672,0.000
3.72,2.400,0.01348,0.691,0.000
3.76,2.500,0.01364,0.700,0.000
3.82,2.600,0.01385,0.711,0.000
3.89,2.700,0.01402,0.723,0.000
3.95,2.800,0.01423,0.735,0.000
4.01,2.900,0.01439,0.745,0.000
4.06,3.000,0.01456,0.755,0.000
4.10,3.100,0.01472,0.762,0.000
4.15,3.200,0.01489,0.772,0.000
4.21,3.300,0.01506,0.783,0.000
4.24,3.400,0.01518,0.789,0.000
4.26,3.500,0.01535,0.792,0.000
4.32,3.600,0.01547,0.803,0.000
4.34,3.700,0.01564,0.808,0.000
4.39,3.800,0.01576,0.817,0.000
4.42,3.900,0.01593,0.822,0.000
4.48,4.000,0.01605,0.834,0.000
4.51,4.100,0.01618,0.839,0.000
4.54,4.200,0.01630,0.843,0.000
4.57,4.300,0.01647,0.850,0.000
4.60,4.400,0.01659,0.856,0.000
4.64,4.500,0.01672,0.862,0.000
4.68,4.600,0.01684,0.870,0.000
4.72,4.700,0.01701,0.878,0.000
4.76,4.800,0.01713,0.886,0.000
4.79,4.900,0.01730,0.890,0.000
4.83,5.000,0.01743,0.898,0.000
4.86,5.100,0.01759,0.904,0.000
4.91,5.200,0.01772,0.913,0.000
4.95,5.300,0.01788,0.921,0.000
5.00,5.400,0.01801,0.929,0.000
5.04,5.500,0.01817,0.937,0.000
5.07,5.600,0.01834,0.943,0.000
5.13,5.700,0.01846,0.954,0.000
5.16,5.800,0.01863,0.960,0.000
5.20,5.900,0.01880,0.967,0.000
5.25,6.000,0.01892,0.976,0.000
5.28,6.100,0.01909,0.982,0.000
5.32,6.200,0.01925,0.989,0.000
5.36,6.300,0.01938,0.996,0.000
5.40,6.400,0.01954,1.004,0.000
5.44,6.500,0.01971,1.012,0.000
5.48,6.600,0.01988,1.018,0.000
5.51,6.700,0.02004,1.025,0.000
5.58,6.800,0.02021,1.037,0.000
5.62,6.900,0.02038,1.045,0.000
5.66,7.000,0.02058,1.052,0.000
5.72,7.100,0.02075,1.064,0.000
5.77,7.200,0.02096,1.074,0.000
5.80,7.300,0.02117,1.078,0.000
5.85,7.400,0.02137,1.088,0.000
5.92,7.500,0.02158,1.100,0.000
5.95,7.600,0.02179,1.107,0.000
6.02,7.700,0.02200,1.119,0.000
6.06,7.800,0.02220,1.127,0.000
6.12,7.900,0.02241,1.138,0.000
6.17,8.000,0.02262,1.147,0.000
6.22,8.100,0.02283,1.157,0.000
6.27,8.200,0.02304,1.166,0.000
6.31,8.300,0.02320,1.173,0.000
6.35,8.400,0.02341,1.181,0.000
6.40,8.500,0.02358,1.190,0.000
6.43,8.600,0.02378,1.196,0.000
6.48,8.700,0.02395,1.205,0.000
6.52,8.800,0.02412,1.212,0.000
6.57,8.900,0.02428,1.221,0.000
6.60,9.000,0.02445,1.227,0.000
6.64,9.100,0.02461,1.235,0.000
6.68,9.200,0.02478,1.242,0.000
6.71,9.300,0.02495,1.247,0.000
6.73,9.400,0.02507,1.252,0.000
6.78,9.500,0.02524,1.261,0.000
6.80,9.600,0.02536,1.264,0.000
6.82,9.700,0.02553,1.268,0.001
6.87,9.800,0.02565,1.277,0.001
6.89,9.900,0.02578,1.281,0.001
6.91,10.000,0.02594,1.285,0.001
6.94,10.100,0.02607,1.290,0.001
6.95,10.200,0.02619,1.292,0.001
7.00,10.300,0.02636,1.301,0.001
7.04,10.400,0.02648,1.308,0.001
7.06,10.500,0.02661,1.313,0.001
7.08,10.600,0.02678,1.317,0.001
7.12,10.700,0.02690,1.325,0.001
7.15,10.800,0.02707,1.329,0.001
7.18,10.900,0.02719,1.335,0.001
7.21,11.000,0.02736,1.340,0.001
7.24,11.100,0.02748,1.345,0.001
7.27,11.200,0.02765,1.352,0.001
7.29,11.300,0.02781,1.355,0.001
7.33,11.400,0.02794,1.363,0.001
7.36,11.500,0.02811,1.368,0.001
7.38,11.600,0.02827,1.372,0.001
7.41,11.700,0.02844,1.378,0.001
7.43,11.800,0.02856,1.382,0.001
7.46,11.900,0.02873,1.386,0.001
7.50,12.000,0.02889,1.394,0.001
7.50,12.100,0.02906,1.396,0.001
7.56,12.200,0.02923,1.405,0.001
7.59,12.300,0.02939,1.412,0.001
7.61,12.400,0.02956,1.416,0.001
7.66,12.500,0.02973,1.423,0.001
7.69,12.600,0.02989,1.430,0.001
7.73,12.700,0.03010,1.438,0.001
7.77,12.800,0.03027,1.445,0.001
7.81,12.900,0.03047,1.452,0.001
7.84,13.000,0.03068,1.458,0.001
7.90,13.100,0.03089,1.470,0.001
7.93,13.200,0.03110,1.474,0.001
7.96,13.300,0.03135,1.480,0.001
8.00,13.400,0.03155,1.487,0.001
