""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-150-35A.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

5.38,0.200,-0.02886,1.005,-0.001
5.38,0.300,-0.02886,1.006,-0.001
5.40,0.400,-0.02882,1.008,-0.001
5.39,0.500,-0.02882,1.006,-0.001
5.39,0.600,-0.02882,1.006,-0.001
5.39,0.700,-0.02877,1.006,-0.001
5.38,0.800,-0.02877,1.004,-0.001
5.38,0.900,-0.02877,1.005,-0.001
5.38,1.000,-0.02873,1.005,-0.001
5.39,1.100,-0.02873,1.006,-0.001
5.38,1.200,-0.02873,1.005,-0.001
5.39,1.300,-0.02869,1.007,-0.001
5.39,1.400,-0.02869,1.006,-0.001
5.39,1.500,-0.02865,1.007,-0.001
5.40,1.600,-0.02865,1.008,-0.001
5.41,1.700,-0.02861,1.009,-0.001
5.40,1.800,-0.02861,1.009,-0.001
5.41,1.900,-0.02857,1.010,-0.001
5.41,2.000,-0.02857,1.011,-0.001
5.41,2.100,-0.02852,1.011,-0.001
5.44,2.200,-0.02844,1.016,-0.001
5.51,2.300,-0.02832,1.030,-0.001
5.60,2.400,-0.02815,1.047,-0.001
5.68,2.500,-0.02798,1.061,-0.001
5.77,2.600,-0.02782,1.077,-0.001
5.81,2.700,-0.02769,1.086,-0.001
5.87,2.800,-0.02753,1.096,-0.001
5.89,2.900,-0.02736,1.101,-0.001
5.93,3.000,-0.02719,1.107,-0.001
5.96,3.100,-0.02703,1.113,-0.001
5.98,3.200,-0.02682,1.117,-0.001
6.02,3.300,-0.02665,1.125,-0.001
6.05,3.400,-0.02645,1.130,-0.001
6.07,3.500,-0.02624,1.133,-0.001
6.11,3.600,-0.02607,1.141,-0.001
6.13,3.700,-0.02586,1.145,-0.001
6.14,3.800,-0.02566,1.147,-0.001
6.16,3.900,-0.02549,1.151,-0.001
6.21,4.000,-0.02528,1.159,0.000
6.22,4.100,-0.02508,1.162,0.000
6.25,4.200,-0.02487,1.168,0.000
6.29,4.300,-0.02466,1.174,0.000
6.31,4.400,-0.02449,1.178,0.000
6.32,4.500,-0.02429,1.180,0.000
6.35,4.600,-0.02412,1.185,0.000
6.37,4.700,-0.02395,1.190,0.000
6.39,4.800,-0.02375,1.193,0.000
6.39,4.900,-0.02358,1.194,0.000
6.42,5.000,-0.02341,1.199,0.000
6.44,5.100,-0.02329,1.202,0.000
6.47,5.200,-0.02312,1.209,0.000
6.48,5.300,-0.02300,1.209,0.000
6.49,5.400,-0.02283,1.211,0.000
6.52,5.500,-0.02271,1.217,0.000
6.52,5.600,-0.02258,1.217,0.000
6.55,5.700,-0.02242,1.222,0.000
6.55,5.800,-0.02229,1.224,0.000
6.57,5.900,-0.02217,1.226,0.000
6.58,6.000,-0.02204,1.229,0.000
6.59,6.100,-0.02192,1.230,0.000
6.60,6.200,-0.02175,1.232,0.000
6.62,6.300,-0.02163,1.236,0.000
6.63,6.400,-0.02150,1.238,0.000
6.65,6.500,-0.02134,1.242,0.000
6.68,6.600,-0.02121,1.247,0.000
6.69,6.700,-0.02109,1.250,0.000
6.70,6.800,-0.02092,1.251,0.000
6.71,6.900,-0.02075,1.254,0.000
6.73,7.000,-0.02063,1.258,0.000
6.75,7.100,-0.02046,1.261,0.000
6.75,7.200,-0.02034,1.261,0.000
6.78,7.300,-0.02017,1.266,0.000
6.79,7.400,-0.02001,1.269,0.000
6.83,7.500,-0.01984,1.275,0.000
6.84,7.600,-0.01971,1.277,0.000
6.85,7.700,-0.01955,1.279,0.000
6.86,7.800,-0.01938,1.281,0.000
6.88,7.900,-0.01926,1.284,0.000
6.90,8.000,-0.01909,1.289,0.000
6.92,8.100,-0.01892,1.292,0.000
6.93,8.200,-0.01876,1.294,0.000
6.97,8.300,-0.01863,1.301,0.000
6.98,8.400,-0.01847,1.304,0.000
6.99,8.500,-0.01830,1.306,0.000
7.02,8.600,-0.01809,1.310,0.000
7.03,8.700,-0.01793,1.314,0.000
7.07,8.800,-0.01776,1.320,0.000
7.09,8.900,-0.01755,1.323,0.000
7.11,9.000,-0.01735,1.327,0.000
7.14,9.100,-0.01714,1.332,0.000
7.19,9.200,-0.01693,1.342,0.000
7.21,9.300,-0.01672,1.346,0.000
7.23,9.400,-0.01651,1.351,0.000
7.26,9.500,-0.01631,1.355,0.000
7.27,9.600,-0.01610,1.358,0.000
7.30,9.700,-0.01589,1.363,0.000
7.32,9.800,-0.01564,1.366,0.000
7.35,9.900,-0.01543,1.373,0.000
7.37,10.000,-0.01523,1.376,0.000
