""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-5-24A.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.91,0.200,-0.08182,0.429,-0.002
3.89,0.300,-0.08182,0.427,-0.002
3.91,0.400,-0.08182,0.429,-0.002
3.90,0.500,-0.08182,0.428,-0.002
3.90,0.600,-0.08182,0.428,-0.002
3.90,0.700,-0.08182,0.428,-0.002
3.92,0.800,-0.08182,0.430,-0.002
3.91,0.900,-0.08178,0.429,-0.002
3.90,1.000,-0.08178,0.428,-0.002
3.89,1.100,-0.08178,0.427,-0.002
3.91,1.200,-0.08174,0.429,-0.002
3.91,1.300,-0.08174,0.429,-0.002
3.93,1.400,-0.08170,0.432,-0.002
3.94,1.500,-0.08170,0.432,-0.002
3.96,1.600,-0.08166,0.434,-0.002
3.95,1.700,-0.08162,0.434,-0.002
4.00,1.800,-0.08153,0.439,-0.002
4.03,1.900,-0.08141,0.443,-0.002
4.11,2.000,-0.08128,0.451,-0.002
4.21,2.100,-0.08108,0.462,-0.002
4.32,2.200,-0.08087,0.474,-0.002
4.40,2.300,-0.08070,0.483,-0.002
4.47,2.400,-0.08049,0.490,-0.002
4.52,2.500,-0.08033,0.496,-0.002
4.56,2.600,-0.08012,0.500,-0.002
4.58,2.700,-0.07995,0.502,-0.002
4.62,2.800,-0.07979,0.507,-0.002
4.64,2.900,-0.07966,0.509,-0.002
4.66,3.000,-0.07950,0.511,-0.002
4.66,3.100,-0.07937,0.511,-0.002
4.69,3.200,-0.07925,0.514,-0.002
4.70,3.300,-0.07908,0.516,-0.002
4.73,3.400,-0.07896,0.519,-0.002
4.74,3.500,-0.07883,0.520,-0.002
4.76,3.600,-0.07871,0.523,-0.002
4.78,3.700,-0.07858,0.524,-0.002
4.77,3.800,-0.07842,0.523,-0.002
4.81,3.900,-0.07829,0.527,-0.002
4.82,4.000,-0.07817,0.528,-0.002
4.83,4.100,-0.07804,0.530,-0.002
4.86,4.200,-0.07792,0.533,-0.002
4.86,4.300,-0.07779,0.533,-0.002
4.89,4.400,-0.07767,0.537,-0.002
4.89,4.500,-0.07750,0.537,-0.002
4.93,4.600,-0.07738,0.540,-0.002
4.94,4.700,-0.07725,0.542,-0.002
4.96,4.800,-0.07709,0.545,-0.002
4.97,4.900,-0.07696,0.546,-0.002
4.99,5.000,-0.07680,0.548,-0.002
4.99,5.100,-0.07667,0.548,-0.002
5.01,5.200,-0.07650,0.550,-0.002
5.05,5.300,-0.07638,0.554,-0.002
5.07,5.400,-0.07621,0.556,-0.002
5.08,5.500,-0.07609,0.557,-0.001
5.10,5.600,-0.07592,0.560,-0.001
5.11,5.700,-0.07576,0.561,-0.001
5.13,5.800,-0.07563,0.562,-0.001
5.14,5.900,-0.07547,0.564,-0.001
5.18,6.000,-0.07530,0.568,-0.001
5.19,6.100,-0.07518,0.570,-0.001
5.21,6.200,-0.07501,0.572,-0.001
5.23,6.300,-0.07484,0.574,-0.001
5.27,6.400,-0.07468,0.578,-0.001
5.28,6.500,-0.07451,0.580,-0.001
5.32,6.600,-0.07434,0.583,-0.001
5.32,6.700,-0.07418,0.583,-0.001
5.36,6.800,-0.07401,0.589,-0.001
5.37,6.900,-0.07380,0.590,-0.001
5.40,7.000,-0.07364,0.593,-0.001
5.42,7.100,-0.07343,0.595,-0.001
5.45,7.200,-0.07322,0.598,-0.001
5.50,7.300,-0.07306,0.604,-0.001
5.52,7.400,-0.07281,0.605,-0.001
5.54,7.500,-0.07260,0.608,-0.001
5.57,7.600,-0.07239,0.611,-0.001
5.59,7.700,-0.07218,0.613,-0.001
5.62,7.800,-0.07198,0.616,-0.001
5.65,7.900,-0.07177,0.620,-0.001
5.66,8.000,-0.07156,0.621,-0.001
5.70,8.100,-0.07135,0.626,-0.001
5.73,8.200,-0.07119,0.628,-0.001
5.74,8.300,-0.07098,0.629,-0.001
5.77,8.400,-0.07081,0.633,-0.001
5.80,8.500,-0.07060,0.637,-0.001
5.81,8.600,-0.07044,0.638,-0.001
5.83,8.700,-0.07027,0.640,-0.001
5.84,8.800,-0.07011,0.641,-0.001
5.85,8.900,-0.06994,0.642,-0.001
5.89,9.000,-0.06981,0.647,-0.001
5.90,9.100,-0.06965,0.648,-0.001
5.93,9.200,-0.06948,0.651,-0.001
5.94,9.300,-0.06936,0.652,-0.001
5.96,9.400,-0.06919,0.654,-0.001
5.99,9.500,-0.06907,0.657,-0.001
5.99,9.600,-0.06894,0.657,-0.001
6.03,9.700,-0.06882,0.662,-0.001
6.03,9.800,-0.06865,0.661,-0.001
6.06,9.900,-0.06853,0.664,-0.001
6.08,10.000,-0.06840,0.667,-0.001
6.09,10.100,-0.06824,0.668,-0.001
6.10,10.200,-0.06811,0.669,-0.001
6.15,10.300,-0.06794,0.674,-0.001
6.16,10.400,-0.06782,0.676,-0.001
6.17,10.500,-0.06765,0.676,-0.001
6.20,10.600,-0.06753,0.680,-0.001
6.22,10.700,-0.06736,0.683,-0.001
6.24,10.800,-0.06720,0.685,-0.001
6.24,10.900,-0.06707,0.685,-0.001
6.28,11.000,-0.06691,0.689,-0.001
6.30,11.100,-0.06674,0.691,-0.001
6.31,11.200,-0.06661,0.693,-0.001
6.33,11.300,-0.06645,0.695,-0.001
6.38,11.400,-0.06628,0.700,-0.001
6.39,11.500,-0.06616,0.701,-0.001
6.41,11.600,-0.06599,0.703,-0.001
6.46,11.700,-0.06583,0.708,-0.001
6.46,11.800,-0.06566,0.709,-0.001
6.47,11.900,-0.06549,0.710,-0.001
6.50,12.000,-0.06533,0.713,-0.001
6.54,12.100,-0.06516,0.717,-0.001
6.55,12.200,-0.06499,0.719,-0.001
6.59,12.300,-0.06483,0.723,-0.001
6.62,12.400,-0.06466,0.726,-0.001
6.64,12.500,-0.06445,0.729,-0.001
6.66,12.600,-0.06429,0.730,-0.001
6.72,12.700,-0.06408,0.737,-0.001
6.74,12.800,-0.06387,0.739,-0.001
6.77,12.900,-0.06366,0.743,-0.001
6.81,13.000,-0.06346,0.747,-0.001
6.82,13.100,-0.06325,0.748,-0.001
6.86,13.200,-0.06304,0.752,-0.001
6.89,13.300,-0.06283,0.756,-0.001
6.94,13.400,-0.06258,0.761,-0.001
6.95,13.500,-0.06238,0.763,-0.001
6.98,13.600,-0.06217,0.765,-0.001
7.02,13.700,-0.06196,0.770,-0.001
7.06,13.800,-0.06179,0.775,-0.001
7.11,13.900,-0.06159,0.780,-0.001
7.12,14.000,-0.06138,0.781,-0.001
7.14,14.100,-0.06121,0.783,-0.001
7.18,14.200,-0.06105,0.788,-0.001
7.19,14.300,-0.06088,0.789,-0.001
7.21,14.400,-0.06071,0.791,-0.001
7.24,14.500,-0.06055,0.794,-0.001
7.25,14.600,-0.06038,0.796,-0.001
7.27,14.700,-0.06026,0.798,-0.001
7.30,14.800,-0.06009,0.801,-0.001
7.32,14.900,-0.05997,0.804,-0.001
7.35,15.000,-0.05980,0.806,-0.001
7.36,15.100,-0.05967,0.807,-0.001
7.38,15.200,-0.05951,0.810,-0.001
7.41,15.300,-0.05938,0.813,-0.001
7.42,15.400,-0.05926,0.815,-0.001
7.45,15.500,-0.05909,0.817,-0.001
7.48,15.600,-0.05897,0.820,-0.001
7.48,15.700,-0.05884,0.821,-0.001
7.53,15.800,-0.05872,0.826,-0.001
7.55,15.900,-0.05855,0.828,-0.001
7.57,16.000,-0.05843,0.831,-0.001
7.59,16.100,-0.05826,0.833,-0.001
7.62,16.200,-0.05814,0.836,-0.001
7.65,16.300,-0.05797,0.839,-0.001
7.69,16.400,-0.05785,0.843,-0.001
7.69,16.500,-0.05768,0.844,-0.001
7.72,16.600,-0.05756,0.847,-0.001
7.73,16.700,-0.05739,0.848,-0.001
7.76,16.800,-0.05722,0.852,-0.001
7.80,16.900,-0.05710,0.856,-0.001
7.83,17.000,-0.05693,0.859,-0.001
7.85,17.100,-0.05677,0.861,-0.001
7.89,17.200,-0.05664,0.866,-0.001
7.90,17.300,-0.05648,0.867,-0.001
7.92,17.400,-0.05631,0.869,-0.001
7.95,17.500,-0.05614,0.872,-0.001
7.98,17.600,-0.05598,0.876,-0.001
8.02,17.700,-0.05581,0.880,-0.001
8.06,17.800,-0.05569,0.884,-0.001
8.08,17.900,-0.05548,0.887,-0.001
8.12,18.000,-0.05531,0.890,-0.001
8.14,18.100,-0.05515,0.893,-0.001
8.19,18.200,-0.05498,0.899,-0.001
8.21,18.300,-0.05477,0.901,-0.001
8.26,18.400,-0.05456,0.906,-0.001
8.31,18.500,-0.05436,0.912,-0.001
8.34,18.600,-0.05415,0.916,-0.001
8.37,18.700,-0.05394,0.919,-0.001
8.43,18.800,-0.05369,0.925,-0.001
8.46,18.900,-0.05348,0.928,-0.001
8.51,19.000,-0.05328,0.933,-0.001
8.52,19.100,-0.05307,0.935,-0.001
8.56,19.200,-0.05286,0.939,-0.001
8.61,19.300,-0.05261,0.944,-0.001
8.63,19.400,-0.05244,0.947,-0.001
8.64,19.500,-0.05224,0.948,-0.001
8.69,19.600,-0.05203,0.953,-0.001
8.71,19.700,-0.05186,0.956,-0.001
8.73,19.800,-0.05170,0.958,-0.001
8.75,19.900,-0.05153,0.960,-0.001
8.79,20.000,-0.05136,0.964,-0.001
8.83,20.100,-0.05120,0.969,-0.001
8.85,20.200,-0.05107,0.971,-0.001
8.84,20.300,-0.05091,0.970,-0.001
8.87,20.400,-0.05078,0.973,-0.001
8.90,20.500,-0.05062,0.976,-0.001
8.91,20.600,-0.05049,0.978,-0.001
8.94,20.700,-0.05037,0.981,-0.001
