""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-5-20B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.11,0.200,-0.16046,0.205,-0.003
2.11,0.300,-0.16046,0.206,-0.003
2.10,0.400,-0.16042,0.205,-0.003
2.11,0.500,-0.16042,0.206,-0.003
2.11,0.600,-0.16042,0.206,-0.003
2.10,0.700,-0.16037,0.204,-0.003
2.11,0.800,-0.16037,0.206,-0.003
2.11,0.900,-0.16037,0.206,-0.003
2.10,1.000,-0.16033,0.205,-0.003
2.10,1.100,-0.16033,0.205,-0.003
2.11,1.200,-0.16029,0.205,-0.003
2.11,1.300,-0.16029,0.205,-0.003
2.11,1.400,-0.16025,0.206,-0.003
2.11,1.500,-0.16025,0.206,-0.003
2.13,1.600,-0.16021,0.208,-0.003
2.17,1.700,-0.16013,0.211,-0.003
2.25,1.800,-0.16004,0.220,-0.003
2.36,1.900,-0.15988,0.230,-0.003
2.45,2.000,-0.15975,0.239,-0.003
2.53,2.100,-0.15959,0.246,-0.003
2.60,2.200,-0.15942,0.253,-0.003
2.63,2.300,-0.15929,0.256,-0.003
2.66,2.400,-0.15913,0.259,-0.003
2.68,2.500,-0.15900,0.261,-0.003
2.73,2.600,-0.15884,0.266,-0.003
2.78,2.700,-0.15871,0.271,-0.003
2.79,2.800,-0.15859,0.272,-0.003
2.81,2.900,-0.15846,0.274,-0.003
2.83,3.000,-0.15834,0.276,-0.003
2.87,3.100,-0.15821,0.280,-0.003
2.88,3.200,-0.15805,0.281,-0.003
2.90,3.300,-0.15792,0.283,-0.003
2.93,3.400,-0.15780,0.286,-0.003
2.96,3.500,-0.15767,0.288,-0.003
2.98,3.600,-0.15755,0.291,-0.003
2.99,3.700,-0.15738,0.291,-0.003
3.03,3.800,-0.15726,0.295,-0.003
3.06,3.900,-0.15713,0.298,-0.003
3.07,4.000,-0.15697,0.299,-0.003
3.08,4.100,-0.15684,0.300,-0.003
3.11,4.200,-0.15668,0.303,-0.003
3.12,4.300,-0.15655,0.304,-0.003
3.16,4.400,-0.15643,0.308,-0.003
3.16,4.500,-0.15626,0.308,-0.003
3.19,4.600,-0.15614,0.311,-0.003
3.22,4.700,-0.15597,0.314,-0.003
3.23,4.800,-0.15585,0.314,-0.003
3.26,4.900,-0.15568,0.318,-0.003
3.28,5.000,-0.15551,0.320,-0.003
3.28,5.100,-0.15539,0.320,-0.003
3.31,5.200,-0.15522,0.323,-0.003
3.33,5.300,-0.15510,0.325,-0.003
3.34,5.400,-0.15493,0.326,-0.003
3.36,5.500,-0.15476,0.328,-0.003
3.38,5.600,-0.15460,0.330,-0.003
3.40,5.700,-0.15443,0.331,-0.003
3.41,5.800,-0.15427,0.333,-0.003
3.44,5.900,-0.15406,0.335,-0.003
3.46,6.000,-0.15389,0.337,-0.003
3.47,6.100,-0.15368,0.339,-0.003
3.50,6.200,-0.15352,0.341,-0.003
3.51,6.300,-0.15331,0.342,-0.003
3.54,6.400,-0.15310,0.345,-0.003
3.54,6.500,-0.15289,0.345,-0.003
3.54,6.600,-0.15265,0.345,-0.003
3.55,6.700,-0.15244,0.346,-0.003
3.56,6.800,-0.15223,0.347,-0.003
3.55,6.900,-0.15202,0.346,-0.003
3.57,7.000,-0.15181,0.348,-0.003
3.58,7.100,-0.15161,0.349,-0.003
3.60,7.200,-0.15140,0.351,-0.003
3.60,7.300,-0.15119,0.351,-0.003
3.60,7.400,-0.15102,0.351,-0.003
3.64,7.500,-0.15082,0.354,-0.003
3.63,7.600,-0.15065,0.354,-0.003
3.63,7.700,-0.15048,0.354,-0.003
3.63,7.800,-0.15032,0.354,-0.003
3.66,7.900,-0.15019,0.356,-0.003
3.68,8.000,-0.15003,0.359,-0.003
3.63,8.100,-0.14986,0.354,-0.003
3.66,8.200,-0.14974,0.357,-0.003
3.69,8.300,-0.14961,0.359,-0.003
3.68,8.400,-0.14945,0.359,-0.003
3.69,8.500,-0.14932,0.360,-0.003
3.70,8.600,-0.14920,0.360,-0.003
3.74,8.700,-0.14903,0.364,-0.003
3.72,8.800,-0.14891,0.363,-0.003
3.76,8.900,-0.14878,0.366,-0.003
3.75,9.000,-0.14866,0.366,-0.003
3.76,9.100,-0.14853,0.366,-0.003
3.81,9.200,-0.14837,0.371,-0.003
3.80,9.300,-0.14824,0.371,-0.003
3.81,9.400,-0.14812,0.372,-0.003
3.85,9.500,-0.14795,0.375,-0.003
3.87,9.600,-0.14783,0.377,-0.003
3.87,9.700,-0.14766,0.377,-0.003
3.90,9.800,-0.14753,0.380,-0.003
3.92,9.900,-0.14737,0.382,-0.003
3.94,10.000,-0.14724,0.384,-0.003
3.97,10.100,-0.14708,0.387,-0.003
3.97,10.200,-0.14691,0.387,-0.003
4.00,10.300,-0.14679,0.390,-0.003
4.05,10.400,-0.14662,0.395,-0.003
4.06,10.500,-0.14645,0.396,-0.003
4.07,10.600,-0.14633,0.397,-0.003
4.12,10.700,-0.14616,0.402,-0.003
4.15,10.800,-0.14600,0.405,-0.003
4.15,10.900,-0.14587,0.405,-0.003
4.19,11.000,-0.14571,0.408,-0.003
4.22,11.100,-0.14554,0.411,-0.003
4.26,11.200,-0.14537,0.415,-0.003
4.27,11.300,-0.14521,0.416,-0.003
4.30,11.400,-0.14504,0.419,-0.003
4.34,11.500,-0.14487,0.423,-0.003
4.37,11.600,-0.14467,0.426,-0.003
4.40,11.700,-0.14450,0.429,-0.003
4.43,11.800,-0.14429,0.432,-0.003
4.47,11.900,-0.14408,0.435,-0.003
4.49,12.000,-0.14388,0.437,-0.003
4.53,12.100,-0.14367,0.441,-0.003
4.56,12.200,-0.14346,0.444,-0.003
4.59,12.300,-0.14325,0.447,-0.003
4.64,12.400,-0.14305,0.452,-0.003
4.65,12.500,-0.14284,0.453,-0.003
4.67,12.600,-0.14263,0.455,-0.003
4.70,12.700,-0.14242,0.458,-0.003
