""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","800-10-40A.mss"
"Specimen Number","2"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

5.37,0.200,-0.01492,0.853,0.000
5.36,0.300,-0.01492,0.853,0.000
5.38,0.400,-0.01488,0.855,0.000
5.36,0.500,-0.01488,0.852,0.000
5.37,0.600,-0.01488,0.853,0.000
5.36,0.700,-0.01484,0.852,0.000
5.38,0.800,-0.01484,0.854,0.000
5.37,0.900,-0.01484,0.853,0.000
5.38,1.000,-0.01480,0.854,0.000
5.38,1.100,-0.01480,0.855,0.000
5.38,1.200,-0.01475,0.855,0.000
5.37,1.300,-0.01475,0.853,0.000
5.38,1.400,-0.01475,0.854,0.000
5.38,1.500,-0.01471,0.855,0.000
5.39,1.600,-0.01471,0.857,0.000
5.39,1.700,-0.01467,0.856,0.000
5.39,1.800,-0.01467,0.856,0.000
5.41,1.900,-0.01463,0.859,0.000
5.41,2.000,-0.01459,0.860,0.000
5.42,2.100,-0.01455,0.861,0.000
5.44,2.200,-0.01450,0.865,0.000
5.49,2.300,-0.01438,0.873,0.000
5.55,2.400,-0.01426,0.882,0.000
5.63,2.500,-0.01413,0.894,0.000
5.74,2.600,-0.01392,0.913,0.000
5.89,2.700,-0.01372,0.936,0.000
6.04,2.800,-0.01355,0.960,0.000
6.16,2.900,-0.01334,0.979,0.000
6.30,3.000,-0.01313,1.001,0.000
6.43,3.100,-0.01297,1.022,0.000
6.57,3.200,-0.01280,1.044,0.000
6.69,3.300,-0.01259,1.063,0.000
6.83,3.400,-0.01243,1.085,0.000
6.96,3.500,-0.01226,1.105,0.000
7.08,3.600,-0.01205,1.124,0.000
7.20,3.700,-0.01193,1.144,0.000
7.30,3.800,-0.01176,1.161,0.000
7.40,3.900,-0.01160,1.177,0.000
7.50,4.000,-0.01143,1.192,0.000
7.61,4.100,-0.01131,1.210,0.000
7.71,4.200,-0.01114,1.224,0.000
7.81,4.300,-0.01101,1.241,0.000
7.90,4.400,-0.01089,1.255,0.000
7.98,4.500,-0.01072,1.267,0.000
8.06,4.600,-0.01060,1.282,0.000
8.14,4.700,-0.01047,1.294,0.000
8.21,4.800,-0.01035,1.305,0.000
8.28,4.900,-0.01022,1.316,0.000
8.36,5.000,-0.01010,1.329,0.000
8.41,5.100,-0.00993,1.336,0.000
8.46,5.200,-0.00981,1.344,0.000
8.51,5.300,-0.00968,1.352,0.000
8.56,5.400,-0.00956,1.361,0.000
8.60,5.500,-0.00944,1.366,0.000
8.64,5.600,-0.00931,1.373,0.000
8.68,5.700,-0.00914,1.379,0.000
8.73,5.800,-0.00902,1.388,0.000
8.78,5.900,-0.00889,1.395,0.000
8.82,6.000,-0.00873,1.401,0.000
8.86,6.100,-0.00860,1.408,0.000
8.90,6.200,-0.00844,1.415,0.000
8.96,6.300,-0.00831,1.425,0.000
9.00,6.400,-0.00815,1.430,0.000
9.05,6.500,-0.00802,1.438,0.000
9.07,6.600,-0.00786,1.442,0.000
9.13,6.700,-0.00769,1.450,0.000
9.16,6.800,-0.00757,1.456,0.000
9.22,6.900,-0.00740,1.465,0.000
9.25,7.000,-0.00727,1.469,0.000
9.30,7.100,-0.00711,1.478,0.000
9.34,7.200,-0.00694,1.484,0.000
9.38,7.300,-0.00678,1.490,0.000
9.41,7.400,-0.00665,1.496,0.000
9.47,7.500,-0.00648,1.505,0.000
9.51,7.600,-0.00632,1.512,0.000
9.57,7.700,-0.00611,1.521,0.000
9.63,7.800,-0.00594,1.530,0.000
9.69,7.900,-0.00578,1.539,0.000
9.75,8.000,-0.00557,1.549,0.000
9.83,8.100,-0.00540,1.562,0.000
9.90,8.200,-0.00520,1.573,0.000
9.99,8.300,-0.00499,1.588,0.000
10.06,8.400,-0.00478,1.599,0.000
10.13,8.500,-0.00457,1.611,0.000
10.20,8.600,-0.00437,1.621,0.000
10.29,8.700,-0.00416,1.636,0.000
10.36,8.800,-0.00395,1.647,0.000
10.45,8.900,-0.00374,1.661,0.000
10.51,9.000,-0.00353,1.671,0.000
10.60,9.100,-0.00337,1.684,0.000
10.67,9.200,-0.00316,1.695,0.000
10.75,9.300,-0.00299,1.708,0.000
10.82,9.400,-0.00279,1.719,0.000
10.89,9.500,-0.00262,1.730,0.000
10.96,9.600,-0.00245,1.742,0.000
11.02,9.700,-0.00229,1.751,0.000
11.06,9.800,-0.00216,1.758,0.000
11.12,9.900,-0.00200,1.768,0.000
11.17,10.000,-0.00183,1.775,0.000
11.22,10.100,-0.00171,1.784,0.000
11.27,10.200,-0.00154,1.791,0.000
11.33,10.300,-0.00141,1.800,0.000
11.37,10.400,-0.00125,1.807,0.000
11.43,10.500,-0.00112,1.817,0.000
11.47,10.600,-0.00100,1.823,0.000
11.53,10.700,-0.00087,1.831,0.000
11.56,10.800,-0.00075,1.837,0.000
11.63,10.900,-0.00058,1.849,0.000
11.68,11.000,-0.00046,1.856,0.000
11.72,11.100,-0.00033,1.862,0.000
11.78,11.200,-0.00021,1.872,0.000
11.84,11.300,-0.00004,1.882,0.000
11.89,11.400,0.00008,1.890,0.000
11.95,11.500,0.00021,1.899,0.000
12.00,11.600,0.00037,1.906,0.000
12.06,11.700,0.00050,1.916,0.000
12.12,11.800,0.00066,1.925,0.000
12.14,11.900,0.00079,1.930,0.000
12.21,12.000,0.00095,1.940,0.000
12.27,12.100,0.00108,1.950,0.000
12.33,12.200,0.00124,1.959,0.000
12.36,12.300,0.00141,1.965,0.000
12.44,12.400,0.00154,1.977,0.000
12.49,12.500,0.00170,1.984,0.000
12.56,12.600,0.00187,1.996,0.000
12.60,12.700,0.00203,2.002,0.000
12.66,12.800,0.00216,2.012,0.000
12.72,12.900,0.00233,2.021,0.000
12.78,13.000,0.00249,2.031,0.000
12.83,13.100,0.00266,2.038,0.000
12.90,13.200,0.00282,2.049,0.000
12.96,13.300,0.00299,2.060,0.000
13.02,13.400,0.00316,2.069,0.000
13.07,13.500,0.00332,2.076,0.000
13.18,13.600,0.00353,2.094,0.000
13.24,13.700,0.00374,2.103,0.000
13.34,13.800,0.00390,2.120,0.000
13.44,13.900,0.00411,2.136,0.000
13.55,14.000,0.00436,2.153,0.000
13.64,14.100,0.00457,2.168,0.000
13.76,14.200,0.00478,2.187,0.000
13.86,14.300,0.00498,2.202,0.000
13.98,14.400,0.00523,2.222,0.000
14.09,14.500,0.00544,2.238,0.000
14.20,14.600,0.00565,2.256,0.000
14.28,14.700,0.00586,2.269,0.000
14.41,14.800,0.00602,2.289,0.000
14.52,14.900,0.00623,2.307,0.000
14.62,15.000,0.00644,2.324,0.000
14.71,15.100,0.00661,2.338,0.000
14.80,15.200,0.00677,2.352,0.000
14.88,15.300,0.00694,2.364,0.000
14.97,15.400,0.00710,2.379,0.000
15.06,15.500,0.00727,2.393,0.000
15.11,15.600,0.00744,2.402,0.000
15.20,15.700,0.00760,2.416,0.000
15.27,15.800,0.00773,2.427,0.000
15.37,15.900,0.00789,2.442,0.000
15.42,16.000,0.00802,2.451,0.000
15.49,16.100,0.00814,2.462,0.000
15.58,16.200,0.00831,2.476,0.000
15.65,16.300,0.00843,2.486,0.000
15.71,16.400,0.00856,2.497,0.000
15.78,16.500,0.00872,2.508,0.000
15.84,16.600,0.00885,2.517,0.000
15.92,16.700,0.00897,2.530,0.000
15.99,16.800,0.00910,2.540,0.000
16.08,16.900,0.00927,2.555,0.000
16.14,17.000,0.00939,2.565,0.000
16.24,17.100,0.00956,2.581,0.000
16.31,17.200,0.00968,2.592,0.000
16.39,17.300,0.00985,2.605,0.000
16.48,17.400,0.00997,2.619,0.000
16.55,17.500,0.01014,2.630,0.000
16.64,17.600,0.01026,2.644,0.000
16.72,17.700,0.01043,2.658,0.000
16.83,17.800,0.01059,2.675,0.000
16.91,17.900,0.01072,2.688,0.000
17.01,18.000,0.01089,2.704,0.000
17.11,18.100,0.01105,2.718,0.000
17.19,18.200,0.01122,2.732,0.000
17.29,18.300,0.01138,2.747,0.000
17.38,18.400,0.01151,2.762,0.000
17.49,18.500,0.01168,2.779,0.000
17.58,18.600,0.01184,2.794,0.000
17.69,18.700,0.01201,2.810,0.000
17.76,18.800,0.01217,2.822,0.000
17.87,18.900,0.01234,2.840,0.000
17.96,19.000,0.01255,2.854,0.000
18.08,19.100,0.01271,2.872,0.000
18.18,19.200,0.01288,2.889,0.000
18.31,19.300,0.01309,2.909,0.000
18.43,19.400,0.01330,2.929,0.000
18.56,19.500,0.01350,2.949,0.000
18.67,19.600,0.01371,2.966,0.000
18.82,19.700,0.01392,2.990,0.000
18.94,19.800,0.01413,3.009,0.000
19.07,19.900,0.01438,3.031,0.000
19.19,20.000,0.01458,3.049,0.000
19.32,20.100,0.01479,3.070,0.000
19.46,20.200,0.01500,3.092,0.000
19.57,20.300,0.01521,3.109,0.000
19.68,20.400,0.01542,3.128,0.000
19.79,20.500,0.01562,3.144,0.000
19.91,20.600,0.01583,3.163,0.000
20.00,20.700,0.01604,3.178,0.000
20.11,20.800,0.01620,3.196,0.000
20.20,20.900,0.01637,3.210,0.000
20.27,21.000,0.01654,3.222,0.000
20.36,21.100,0.01670,3.236,0.000
20.46,21.200,0.01687,3.250,0.000
20.56,21.300,0.01704,3.266,0.000
20.65,21.400,0.01720,3.281,0.000
20.73,21.500,0.01737,3.295,0.000
20.83,21.600,0.01749,3.310,0.000
20.88,21.700,0.01766,3.317,0.000
20.96,21.800,0.01778,3.331,0.000
21.02,21.900,0.01791,3.341,0.000
21.11,22.000,0.01807,3.355,0.000
21.18,22.100,0.01820,3.366,0.000
21.26,22.200,0.01832,3.378,0.000
21.35,22.300,0.01849,3.392,0.000
21.41,22.400,0.01862,3.402,0.000
21.49,22.500,0.01874,3.415,0.000
21.57,22.600,0.01891,3.428,0.000
21.66,22.700,0.01907,3.443,0.000
21.76,22.800,0.01920,3.458,0.000
21.84,22.900,0.01936,3.470,0.000
21.95,23.000,0.01949,3.488,0.000
22.03,23.100,0.01965,3.501,0.000
22.14,23.200,0.01982,3.518,0.000
22.24,23.300,0.01999,3.533,0.000
22.34,23.400,0.02011,3.550,0.000
22.44,23.500,0.02028,3.565,0.000
22.54,23.600,0.02044,3.582,0.000
22.64,23.700,0.02061,3.597,0.000
22.75,23.800,0.02078,3.615,0.000
22.85,23.900,0.02094,3.631,0.000
22.93,24.000,0.02111,3.643,0.000
23.02,24.100,0.02123,3.659,0.000
23.12,24.200,0.02140,3.674,0.000
23.23,24.300,0.02157,3.692,0.000
23.33,24.400,0.02173,3.707,0.000
23.44,24.500,0.02190,3.725,0.000
23.56,24.600,0.02211,3.744,0.000
23.66,24.700,0.02227,3.760,0.000
23.78,24.800,0.02244,3.779,0.000
23.90,24.900,0.02265,3.798,0.000
24.03,25.000,0.02281,3.818,0.000
24.14,25.100,0.02302,3.836,0.000
24.29,25.200,0.02323,3.860,0.000
24.41,25.300,0.02344,3.878,0.000
24.54,25.400,0.02364,3.899,0.000
24.69,25.500,0.02385,3.923,0.000
24.82,25.600,0.02406,3.944,0.000
24.92,25.700,0.02427,3.961,0.000
25.05,25.800,0.02447,3.980,0.000
25.17,25.900,0.02468,3.999,0.000
25.28,26.000,0.02489,4.017,0.000
25.41,26.100,0.02510,4.038,0.000
25.52,26.200,0.02526,4.055,0.000
25.62,26.300,0.02547,4.072,0.001
25.73,26.400,0.02564,4.089,0.001
25.83,26.500,0.02580,4.104,0.001
25.92,26.600,0.02597,4.119,0.001
26.04,26.700,0.02614,4.138,0.001
26.11,26.800,0.02630,4.150,0.001
26.22,26.900,0.02643,4.166,0.001
26.30,27.000,0.02659,4.179,0.001
26.40,27.100,0.02676,4.194,0.001
26.47,27.200,0.02693,4.207,0.001
26.56,27.300,0.02705,4.221,0.001
26.66,27.400,0.02718,4.236,0.001
26.75,27.500,0.02734,4.250,0.001
26.82,27.600,0.02747,4.262,0.001
26.93,27.700,0.02759,4.280,0.001
26.99,27.800,0.02772,4.289,0.001
27.08,27.900,0.02788,4.303,0.001
27.17,28.000,0.02801,4.317,0.001
27.27,28.100,0.02813,4.333,0.001
27.34,28.200,0.02830,4.345,0.001
27.44,28.300,0.02842,4.360,0.001
27.50,28.400,0.02855,4.370,0.001
27.60,28.500,0.02871,4.386,0.001
27.71,28.600,0.02884,4.403,0.001
27.78,28.700,0.02900,4.415,0.001
27.88,28.800,0.02913,4.431,0.001
27.99,28.900,0.02929,4.448,0.001
28.09,29.000,0.02946,4.463,0.001
28.19,29.100,0.02959,4.479,0.001
28.29,29.200,0.02975,4.496,0.001
28.40,29.300,0.02992,4.513,0.001
28.49,29.400,0.03004,4.527,0.001
28.57,29.500,0.03021,4.541,0.001
28.71,29.600,0.03038,4.563,0.001
28.80,29.700,0.03054,4.577,0.001
28.90,29.800,0.03067,4.593,0.001
29.00,29.900,0.03083,4.608,0.001
29.13,30.000,0.03100,4.629,0.001
29.20,30.100,0.03116,4.640,0.001
29.33,30.200,0.03133,4.660,0.001
29.45,30.300,0.03150,4.680,0.001
29.57,30.400,0.03166,4.698,0.001
29.70,30.500,0.03187,4.720,0.001
29.86,30.600,0.03204,4.744,0.001
29.97,30.700,0.03225,4.762,0.001
30.13,30.800,0.03245,4.787,0.001
30.27,30.900,0.03266,4.810,0.001
30.41,31.000,0.03287,4.832,0.001
30.54,31.100,0.03308,4.854,0.001
30.73,31.200,0.03328,4.883,0.001
30.86,31.300,0.03353,4.904,0.001
31.01,31.400,0.03370,4.927,0.001
31.12,31.500,0.03391,4.945,0.001
31.29,31.600,0.03412,4.973,0.001
31.41,31.700,0.03432,4.991,0.001
31.57,31.800,0.03453,5.017,0.001
31.71,31.900,0.03474,5.039,0.001
31.85,32.000,0.03490,5.062,0.001
31.95,32.100,0.03511,5.077,0.001
32.09,32.200,0.03528,5.099,0.001
32.19,32.300,0.03545,5.115,0.001
32.31,32.400,0.03561,5.134,0.001
32.38,32.500,0.03578,5.146,0.001
32.53,32.600,0.03594,5.170,0.001
32.63,32.700,0.03607,5.185,0.001
32.73,32.800,0.03623,5.201,0.001
32.79,32.900,0.03636,5.210,0.001
32.92,33.000,0.03653,5.231,0.001
33.02,33.100,0.03665,5.247,0.001
33.12,33.200,0.03682,5.263,0.001
33.18,33.300,0.03694,5.273,0.001
33.31,33.400,0.03707,5.293,0.001
33.38,33.500,0.03719,5.305,0.001
33.47,33.600,0.03732,5.318,0.001
33.55,33.700,0.03744,5.332,0.001
33.68,33.800,0.03756,5.352,0.001
33.76,33.900,0.03773,5.364,0.001
33.86,34.000,0.03786,5.380,0.001
33.99,34.100,0.03802,5.401,0.001
34.10,34.200,0.03815,5.418,0.001
34.18,34.300,0.03831,5.432,0.001
34.33,34.400,0.03848,5.455,0.001
34.43,34.500,0.03860,5.472,0.001
34.53,34.600,0.03877,5.487,0.001
34.65,34.700,0.03889,5.506,0.001
34.77,34.800,0.03906,5.525,0.001
34.90,34.900,0.03923,5.545,0.001
35.02,35.000,0.03939,5.564,0.001
35.10,35.100,0.03952,5.578,0.001
35.24,35.200,0.03968,5.600,0.001
35.35,35.300,0.03985,5.617,0.001
35.44,35.400,0.04002,5.632,0.001
35.59,35.500,0.04018,5.656,0.001
35.72,35.600,0.04035,5.676,0.001
35.84,35.700,0.04052,5.695,0.001
35.96,35.800,0.04068,5.715,0.001
36.10,35.900,0.04085,5.737,0.001
36.22,36.000,0.04101,5.756,0.001
36.36,36.100,0.04118,5.777,0.001
36.50,36.200,0.04139,5.800,0.001
36.69,36.300,0.04155,5.830,0.001
36.81,36.400,0.04176,5.850,0.001
36.95,36.500,0.04197,5.872,0.001
37.12,36.600,0.04218,5.899,0.001
37.31,36.700,0.04239,5.929,0.001
37.45,36.800,0.04259,5.951,0.001
37.62,36.900,0.04284,5.979,0.001
37.80,37.000,0.04305,6.006,0.001
37.97,37.100,0.04326,6.034,0.001
38.11,37.200,0.04347,6.056,0.001
38.28,37.300,0.04367,6.083,0.001
38.44,37.400,0.04388,6.108,0.001
38.58,37.500,0.04409,6.130,0.001
38.72,37.600,0.04430,6.153,0.001
38.91,37.700,0.04446,6.183,0.001
39.03,37.800,0.04467,6.201,0.001
39.15,37.900,0.04484,6.221,0.001
39.24,38.000,0.04500,6.235,0.001
39.39,38.100,0.04517,6.260,0.001
39.49,38.200,0.04534,6.275,0.001
39.62,38.300,0.04546,6.296,0.001
39.74,38.400,0.04563,6.315,0.001
39.85,38.500,0.04575,6.333,0.001
39.93,38.600,0.04592,6.346,0.001
40.06,38.700,0.04604,6.366,0.001
40.17,38.800,0.04621,6.383,0.001
40.26,38.900,0.04633,6.398,0.001
40.36,39.000,0.04646,6.413,0.001
40.48,39.100,0.04658,6.432,0.001
40.56,39.200,0.04671,6.445,0.001
40.66,39.300,0.04687,6.461,0.001
40.77,39.400,0.04700,6.478,0.001
40.89,39.500,0.04716,6.498,0.001
41.01,39.600,0.04729,6.516,0.001
41.09,39.700,0.04741,6.530,0.001
41.21,39.800,0.04758,6.549,0.001
41.35,39.900,0.04770,6.571,0.001
41.47,40.000,0.04787,6.590,0.001
41.57,40.100,0.04800,6.606,0.001
41.72,40.200,0.04816,6.629,0.001
41.84,40.300,0.04833,6.648,0.001
41.94,40.400,0.04845,6.664,0.001
42.08,40.500,0.04862,6.686,0.001
42.21,40.600,0.04878,6.707,0.001
42.33,40.700,0.04891,6.726,0.001
42.45,40.800,0.04908,6.746,0.001
42.57,40.900,0.04924,6.764,0.001
42.71,41.000,0.04941,6.788,0.001
42.83,41.100,0.04953,6.807,0.001
42.96,41.200,0.04970,6.826,0.001
43.12,41.300,0.04987,6.852,0.001
43.27,41.400,0.05003,6.877,0.001
43.38,41.500,0.05024,6.894,0.001
43.56,41.600,0.05041,6.922,0.001
43.69,41.700,0.05057,6.943,0.001
43.83,41.800,0.05074,6.965,0.001
44.00,41.900,0.05095,6.991,0.001
44.19,42.000,0.05111,7.022,0.001
44.33,42.100,0.05132,7.045,0.001
44.52,42.200,0.05153,7.075,0.001
44.67,42.300,0.05174,7.099,0.001
44.88,42.400,0.05194,7.132,0.001
45.05,42.500,0.05215,7.158,0.001
45.23,42.600,0.05236,7.187,0.001
45.41,42.700,0.05257,7.216,0.001
45.60,42.800,0.05277,7.246,0.001
45.71,42.900,0.05298,7.264,0.001
45.90,43.000,0.05319,7.293,0.001
46.07,43.100,0.05336,7.321,0.001
46.23,43.200,0.05356,7.346,0.001
46.34,43.300,0.05373,7.363,0.001
46.53,43.400,0.05394,7.394,0.001
46.66,43.500,0.05410,7.414,0.001
46.79,43.600,0.05427,7.435,0.001
46.90,43.700,0.05444,7.452,0.001
47.07,43.800,0.05460,7.480,0.001
47.17,43.900,0.05477,7.495,0.001
47.28,44.000,0.05489,7.513,0.001
47.40,44.100,0.05506,7.531,0.001
