""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","700-10-24A.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

1.50,0.200,-0.01787,0.232,0.000
1.49,0.300,-0.01783,0.232,0.000
1.49,0.400,-0.01783,0.232,0.000
1.48,0.500,-0.01783,0.229,0.000
1.49,0.600,-0.01779,0.231,0.000
1.50,0.700,-0.01779,0.232,0.000
1.48,0.800,-0.01779,0.231,0.000
1.50,0.900,-0.01775,0.233,0.000
1.49,1.000,-0.01775,0.232,0.000
1.49,1.100,-0.01775,0.231,0.000
1.50,1.200,-0.01770,0.233,0.000
1.49,1.300,-0.01770,0.231,0.000
1.49,1.400,-0.01766,0.232,0.000
1.49,1.500,-0.01766,0.231,0.000
1.51,1.600,-0.01762,0.235,0.000
1.52,1.700,-0.01762,0.235,0.000
1.53,1.800,-0.01758,0.238,0.000
1.54,1.900,-0.01754,0.238,0.000
1.57,2.000,-0.01745,0.243,0.000
1.66,2.100,-0.01725,0.257,0.000
1.74,2.200,-0.01708,0.270,0.000
1.82,2.300,-0.01696,0.282,0.000
1.84,2.400,-0.01683,0.286,0.000
1.88,2.500,-0.01671,0.292,0.000
1.90,2.600,-0.01654,0.295,0.000
1.94,2.700,-0.01642,0.301,0.000
1.95,2.800,-0.01629,0.304,0.000
1.97,2.900,-0.01617,0.306,0.000
2.01,3.000,-0.01604,0.311,0.000
2.03,3.100,-0.01588,0.315,0.000
2.03,3.200,-0.01575,0.315,0.000
2.07,3.300,-0.01563,0.322,0.000
2.09,3.400,-0.01546,0.325,0.000
2.11,3.500,-0.01534,0.328,0.000
2.14,3.600,-0.01517,0.332,0.000
2.15,3.700,-0.01504,0.335,0.000
2.20,3.800,-0.01492,0.342,0.000
2.22,3.900,-0.01475,0.345,0.000
2.23,4.000,-0.01459,0.347,0.000
2.27,4.100,-0.01446,0.353,0.000
2.29,4.200,-0.01430,0.356,0.000
2.31,4.300,-0.01417,0.359,0.000
2.33,4.400,-0.01401,0.363,0.000
2.37,4.500,-0.01384,0.368,0.000
2.39,4.600,-0.01371,0.372,0.000
2.42,4.700,-0.01355,0.375,0.000
2.44,4.800,-0.01338,0.379,0.000
2.47,4.900,-0.01326,0.384,0.000
2.49,5.000,-0.01309,0.387,0.000
2.50,5.100,-0.01292,0.388,0.000
2.53,5.200,-0.01276,0.394,0.000
2.56,5.300,-0.01259,0.398,0.000
2.58,5.400,-0.01243,0.401,0.000
2.62,5.500,-0.01222,0.407,0.000
2.65,5.600,-0.01201,0.411,0.000
2.68,5.700,-0.01180,0.416,0.000
2.71,5.800,-0.01160,0.420,0.000
2.73,5.900,-0.01139,0.424,0.000
2.76,6.000,-0.01118,0.429,0.000
2.79,6.100,-0.01097,0.434,0.000
2.85,6.200,-0.01076,0.443,0.000
2.87,6.300,-0.01056,0.446,0.000
2.90,6.400,-0.01035,0.450,0.000
2.93,6.500,-0.01014,0.455,0.000
2.96,6.600,-0.00993,0.459,0.000
2.98,6.700,-0.00973,0.463,0.000
3.00,6.800,-0.00952,0.466,0.000
3.03,6.900,-0.00935,0.471,0.000
3.04,7.000,-0.00914,0.471,0.000
3.05,7.100,-0.00898,0.474,0.000
3.06,7.200,-0.00881,0.475,0.000
3.09,7.300,-0.00864,0.480,0.000
3.09,7.400,-0.00848,0.479,0.000
3.11,7.500,-0.00835,0.483,0.000
3.12,7.600,-0.00819,0.485,0.000
3.14,7.700,-0.00806,0.488,0.000
3.16,7.800,-0.00790,0.490,0.000
3.16,7.900,-0.00777,0.491,0.000
3.17,8.000,-0.00765,0.493,0.000
3.18,8.100,-0.00748,0.494,0.000
3.20,8.200,-0.00736,0.496,0.000
3.20,8.300,-0.00723,0.498,0.000
3.22,8.400,-0.00711,0.500,0.000
3.24,8.500,-0.00698,0.503,0.000
3.25,8.600,-0.00682,0.504,0.000
3.27,8.700,-0.00669,0.507,0.000
3.28,8.800,-0.00657,0.510,0.000
3.30,8.900,-0.00640,0.513,0.000
3.32,9.000,-0.00628,0.515,0.000
3.32,9.100,-0.00615,0.515,0.000
3.32,9.200,-0.00599,0.516,0.000
3.34,9.300,-0.00586,0.518,0.000
3.38,9.400,-0.00569,0.525,0.000
3.37,9.500,-0.00553,0.523,0.000
3.41,9.600,-0.00540,0.529,0.000
3.40,9.700,-0.00524,0.528,0.000
3.42,9.800,-0.00511,0.531,0.000
3.42,9.900,-0.00495,0.532,0.000
3.44,10.000,-0.00478,0.534,0.000
3.44,10.100,-0.00466,0.535,0.000
3.46,10.200,-0.00449,0.538,0.000
3.46,10.300,-0.00432,0.538,0.000
3.48,10.400,-0.00420,0.541,0.000
3.48,10.500,-0.00403,0.540,0.000
3.51,10.600,-0.00387,0.545,0.000
3.52,10.700,-0.00370,0.546,0.000
3.54,10.800,-0.00353,0.549,0.000
3.55,10.900,-0.00337,0.551,0.000
3.56,11.000,-0.00320,0.553,0.000
3.57,11.100,-0.00299,0.554,0.000
3.59,11.200,-0.00283,0.558,0.000
3.61,11.300,-0.00262,0.560,0.000
3.63,11.400,-0.00241,0.563,0.000
3.65,11.500,-0.00225,0.566,0.000
3.66,11.600,-0.00200,0.569,0.000
3.68,11.700,-0.00179,0.572,0.000
3.69,11.800,-0.00158,0.573,0.000
3.71,11.900,-0.00137,0.577,0.000
3.72,12.000,-0.00116,0.578,0.000
3.74,12.100,-0.00092,0.581,0.000
3.77,12.200,-0.00075,0.585,0.000
3.77,12.300,-0.00054,0.586,0.000
3.80,12.400,-0.00033,0.589,0.000
3.79,12.500,-0.00013,0.589,0.000
3.79,12.600,0.00008,0.589,0.000
3.82,12.700,0.00025,0.593,0.000
3.81,12.800,0.00041,0.591,0.000
3.83,12.900,0.00058,0.595,0.000
3.85,13.000,0.00075,0.598,0.000
3.87,13.100,0.00091,0.601,0.000
3.87,13.200,0.00108,0.600,0.000
3.89,13.300,0.00125,0.604,0.000
3.88,13.400,0.00137,0.602,0.000
3.91,13.500,0.00154,0.607,0.000
3.92,13.600,0.00170,0.608,0.000
3.92,13.700,0.00183,0.609,0.000
3.92,13.800,0.00195,0.609,0.000
3.94,13.900,0.00208,0.611,0.000
3.94,14.000,0.00224,0.611,0.000
3.97,14.100,0.00237,0.616,0.000
3.96,14.200,0.00249,0.615,0.000
3.98,14.300,0.00266,0.619,0.000
3.98,14.400,0.00278,0.618,0.000
4.00,14.500,0.00291,0.622,0.000
4.00,14.600,0.00303,0.622,0.000
4.01,14.700,0.00320,0.623,0.000
4.01,14.800,0.00332,0.623,0.000
4.03,14.900,0.00349,0.626,0.000
4.04,15.000,0.00361,0.627,0.000
4.05,15.100,0.00378,0.630,0.000
4.06,15.200,0.00395,0.630,0.000
4.08,15.300,0.00407,0.634,0.000
4.08,15.400,0.00424,0.634,0.000
4.12,15.500,0.00436,0.639,0.000
4.11,15.600,0.00453,0.638,0.000
4.14,15.700,0.00469,0.642,0.000
4.14,15.800,0.00486,0.642,0.000
4.16,15.900,0.00499,0.646,0.000
4.16,16.000,0.00515,0.646,0.000
4.18,16.100,0.00532,0.649,0.000
4.18,16.200,0.00548,0.649,0.000
4.20,16.300,0.00565,0.653,0.000
4.20,16.400,0.00578,0.652,0.000
4.23,16.500,0.00594,0.657,0.000
4.24,16.600,0.00611,0.659,0.000
4.27,16.700,0.00632,0.662,0.000
4.27,16.800,0.00648,0.663,0.000
4.29,16.900,0.00665,0.666,0.000
4.32,17.000,0.00686,0.671,0.000
4.34,17.100,0.00702,0.674,0.000
4.37,17.200,0.00723,0.678,0.000
4.40,17.300,0.00744,0.683,0.000
4.41,17.400,0.00765,0.685,0.000
4.44,17.500,0.00785,0.690,0.000
4.45,17.600,0.00806,0.691,0.000
4.48,17.700,0.00827,0.695,0.000
4.49,17.800,0.00848,0.698,0.000
4.52,17.900,0.00868,0.701,0.000
4.54,18.000,0.00885,0.705,0.000
4.56,18.100,0.00906,0.708,0.000
4.57,18.200,0.00927,0.709,0.000
4.59,18.300,0.00943,0.713,0.000
4.59,18.400,0.00964,0.712,0.000
4.60,18.500,0.00981,0.715,0.000
4.63,18.600,0.01001,0.719,0.000
4.62,18.700,0.01014,0.718,0.000
4.65,18.800,0.01030,0.721,0.000
4.66,18.900,0.01047,0.724,0.000
4.68,19.000,0.01064,0.727,0.000
4.68,19.100,0.01080,0.726,0.000
4.71,19.200,0.01093,0.731,0.000
4.71,19.300,0.01109,0.731,0.000
4.73,19.400,0.01122,0.735,0.000
4.73,19.500,0.01139,0.735,0.000
4.75,19.600,0.01151,0.738,0.000
4.75,19.700,0.01163,0.737,0.000
4.76,19.800,0.01176,0.739,0.000
4.76,19.900,0.01193,0.739,0.000
4.78,20.000,0.01205,0.742,0.000
4.80,20.100,0.01217,0.745,0.000
4.81,20.200,0.01230,0.747,0.000
4.82,20.300,0.01247,0.749,0.000
4.83,20.400,0.01259,0.751,0.000
4.85,20.500,0.01271,0.753,0.000
4.88,20.600,0.01288,0.758,0.000
4.87,20.700,0.01301,0.757,0.000
4.89,20.800,0.01317,0.759,0.000
4.89,20.900,0.01330,0.759,0.000
4.91,21.000,0.01346,0.762,0.000
4.93,21.100,0.01359,0.765,0.000
4.95,21.200,0.01375,0.769,0.000
4.96,21.300,0.01392,0.770,0.000
4.98,21.400,0.01404,0.773,0.000
4.99,21.500,0.01421,0.776,0.000
4.99,21.600,0.01434,0.775,0.000
5.02,21.700,0.01450,0.779,0.000
5.02,21.800,0.01467,0.780,0.000
5.06,21.900,0.01479,0.785,0.000
5.07,22.000,0.01496,0.788,0.000
5.08,22.100,0.01513,0.789,0.000
5.09,22.200,0.01529,0.790,0.000
5.11,22.300,0.01546,0.793,0.000
5.13,22.400,0.01562,0.797,0.000
5.14,22.500,0.01579,0.798,0.000
5.16,22.600,0.01596,0.802,0.000
5.18,22.700,0.01616,0.804,0.000
5.20,22.800,0.01637,0.808,0.000
5.23,22.900,0.01654,0.812,0.000
5.25,23.000,0.01675,0.815,0.000
5.28,23.100,0.01695,0.820,0.000
5.29,23.200,0.01720,0.822,0.000
5.33,23.300,0.01741,0.828,0.000
5.34,23.400,0.01762,0.830,0.000
5.38,23.500,0.01783,0.835,0.000
5.41,23.600,0.01808,0.841,0.000
5.43,23.700,0.01828,0.844,0.000
5.46,23.800,0.01849,0.848,0.000
5.47,23.900,0.01870,0.850,0.000
5.50,24.000,0.01887,0.854,0.000
5.53,24.100,0.01907,0.859,0.000
5.54,24.200,0.01928,0.860,0.000
5.58,24.300,0.01945,0.866,0.000
5.60,24.400,0.01961,0.870,0.000
5.61,24.500,0.01978,0.872,0.000
5.63,24.600,0.01995,0.875,0.000
5.66,24.700,0.02007,0.879,0.000
5.66,24.800,0.02024,0.878,0.000
5.69,24.900,0.02036,0.884,0.000
5.71,25.000,0.02053,0.886,0.000
5.73,25.100,0.02065,0.890,0.000
5.76,25.200,0.02082,0.894,0.000
5.77,25.300,0.02094,0.896,0.000
5.76,25.400,0.02107,0.895,0.000
5.78,25.500,0.02123,0.898,0.000
5.79,25.600,0.02136,0.900,0.000
5.84,25.700,0.02148,0.907,0.000
5.84,25.800,0.02161,0.907,0.000
5.85,25.900,0.02177,0.909,0.000
5.89,26.000,0.02190,0.915,0.000
5.91,26.100,0.02207,0.917,0.000
5.93,26.200,0.02219,0.921,0.000
5.95,26.300,0.02236,0.923,0.000
5.97,26.400,0.02248,0.928,0.000
5.99,26.500,0.02265,0.930,0.000
6.01,26.600,0.02277,0.934,0.000
6.04,26.700,0.02294,0.937,0.000
6.06,26.800,0.02310,0.941,0.000
6.08,26.900,0.02323,0.944,0.000
6.10,27.000,0.02339,0.947,0.000
6.12,27.100,0.02356,0.951,0.000
6.13,27.200,0.02369,0.952,0.000
6.16,27.300,0.02385,0.957,0.000
6.19,27.400,0.02402,0.961,0.000
6.21,27.500,0.02418,0.965,0.000
6.23,27.600,0.02431,0.968,0.000
6.25,27.700,0.02448,0.971,0.000
6.28,27.800,0.02464,0.975,0.000
6.30,27.900,0.02481,0.979,0.000
6.33,28.000,0.02502,0.983,0.000
6.35,28.100,0.02518,0.986,0.000
6.37,28.200,0.02535,0.989,0.000
6.42,28.300,0.02551,0.997,0.001
6.44,28.400,0.02572,1.000,0.001
6.47,28.500,0.02593,1.005,0.001
6.51,28.600,0.02614,1.011,0.001
6.53,28.700,0.02635,1.014,0.001
6.56,28.800,0.02655,1.019,0.001
6.60,28.900,0.02676,1.025,0.001
6.62,29.000,0.02701,1.028,0.001
6.68,29.100,0.02722,1.038,0.001
6.70,29.200,0.02743,1.041,0.001
6.73,29.300,0.02763,1.045,0.001
6.76,29.400,0.02784,1.050,0.001
6.79,29.500,0.02805,1.054,0.001
