""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","700-10-10B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.69,0.200,-0.02718,0.302,-0.001
2.68,0.300,-0.02713,0.301,-0.001
2.69,0.400,-0.02713,0.303,-0.001
2.67,0.500,-0.02713,0.300,-0.001
2.68,0.600,-0.02709,0.301,-0.001
2.67,0.700,-0.02709,0.301,-0.001
2.67,0.800,-0.02709,0.301,-0.001
2.67,0.900,-0.02705,0.301,-0.001
2.68,1.000,-0.02705,0.302,-0.001
2.68,1.100,-0.02705,0.301,-0.001
2.68,1.200,-0.02701,0.302,-0.001
2.68,1.300,-0.02701,0.301,-0.001
2.68,1.400,-0.02697,0.301,-0.001
2.67,1.500,-0.02697,0.300,-0.001
2.69,1.600,-0.02693,0.303,-0.001
2.69,1.700,-0.02693,0.302,-0.001
2.72,1.800,-0.02689,0.306,-0.001
2.76,1.900,-0.02680,0.310,-0.001
2.82,2.000,-0.02672,0.317,-0.001
2.92,2.100,-0.02659,0.329,-0.001
3.00,2.200,-0.02651,0.337,-0.001
3.09,2.300,-0.02639,0.347,-0.001
3.14,2.400,-0.02622,0.353,-0.001
3.23,2.500,-0.02610,0.363,-0.001
3.31,2.600,-0.02593,0.372,-0.001
3.35,2.700,-0.02580,0.377,-0.001
3.39,2.800,-0.02568,0.382,-0.001
3.46,2.900,-0.02556,0.389,-0.001
3.49,3.000,-0.02543,0.393,-0.001
3.54,3.100,-0.02526,0.399,0.000
3.58,3.200,-0.02514,0.402,0.000
3.62,3.300,-0.02497,0.407,0.000
3.65,3.400,-0.02485,0.410,0.000
3.70,3.500,-0.02468,0.416,0.000
3.73,3.600,-0.02456,0.419,0.000
3.78,3.700,-0.02443,0.425,0.000
3.81,3.800,-0.02427,0.428,0.000
3.84,3.900,-0.02414,0.432,0.000
3.87,4.000,-0.02398,0.435,0.000
3.91,4.100,-0.02385,0.439,0.000
3.94,4.200,-0.02369,0.443,0.000
3.97,4.300,-0.02352,0.447,0.000
4.01,4.400,-0.02339,0.451,0.000
4.05,4.500,-0.02323,0.455,0.000
4.06,4.600,-0.02310,0.457,0.000
4.10,4.700,-0.02294,0.461,0.000
4.12,4.800,-0.02277,0.463,0.000
4.15,4.900,-0.02261,0.467,0.000
4.19,5.000,-0.02244,0.471,0.000
4.23,5.100,-0.02227,0.476,0.000
4.24,5.200,-0.02211,0.477,0.000
4.29,5.300,-0.02194,0.482,0.000
4.31,5.400,-0.02173,0.484,0.000
4.36,5.500,-0.02157,0.490,0.000
4.40,5.600,-0.02136,0.495,0.000
4.43,5.700,-0.02115,0.499,0.000
4.44,5.800,-0.02094,0.500,0.000
4.50,5.900,-0.02074,0.506,0.000
4.53,6.000,-0.02053,0.509,0.000
4.56,6.100,-0.02032,0.513,0.000
4.59,6.200,-0.02015,0.516,0.000
4.61,6.300,-0.01995,0.519,0.000
4.65,6.400,-0.01974,0.523,0.000
4.69,6.500,-0.01957,0.527,0.000
4.71,6.600,-0.01936,0.529,0.000
4.76,6.700,-0.01920,0.536,0.000
4.78,6.800,-0.01903,0.537,0.000
4.79,6.900,-0.01887,0.539,0.000
4.83,7.000,-0.01870,0.543,0.000
4.85,7.100,-0.01853,0.546,0.000
4.88,7.200,-0.01837,0.548,0.000
4.91,7.300,-0.01820,0.552,0.000
4.93,7.400,-0.01808,0.555,0.000
4.96,7.500,-0.01791,0.558,0.000
4.98,7.600,-0.01778,0.560,0.000
5.01,7.700,-0.01766,0.563,0.000
5.03,7.800,-0.01749,0.565,0.000
5.05,7.900,-0.01737,0.568,0.000
5.09,8.000,-0.01724,0.572,0.000
5.11,8.100,-0.01708,0.574,0.000
5.13,8.200,-0.01695,0.576,0.000
5.15,8.300,-0.01683,0.579,0.000
5.18,8.400,-0.01670,0.583,0.000
5.20,8.500,-0.01658,0.585,0.000
5.24,8.600,-0.01645,0.589,0.000
5.26,8.700,-0.01629,0.591,0.000
5.29,8.800,-0.01616,0.595,0.000
5.31,8.900,-0.01604,0.597,0.000
5.35,9.000,-0.01587,0.601,0.000
5.38,9.100,-0.01575,0.604,0.000
5.41,9.200,-0.01558,0.609,0.000
5.46,9.300,-0.01546,0.614,0.000
5.50,9.400,-0.01529,0.619,0.000
5.53,9.500,-0.01517,0.622,0.000
5.56,9.600,-0.01500,0.626,0.000
5.60,9.700,-0.01483,0.630,0.000
5.63,9.800,-0.01471,0.633,0.000
5.68,9.900,-0.01454,0.639,0.000
5.69,10.000,-0.01438,0.640,0.000
5.75,10.100,-0.01425,0.646,0.000
5.78,10.200,-0.01409,0.650,0.000
5.81,10.300,-0.01392,0.654,0.000
5.87,10.400,-0.01375,0.660,0.000
5.90,10.500,-0.01359,0.663,0.000
5.93,10.600,-0.01346,0.667,0.000
5.99,10.700,-0.01326,0.673,0.000
6.01,10.800,-0.01309,0.676,0.000
6.05,10.900,-0.01292,0.681,0.000
6.11,11.000,-0.01276,0.687,0.000
6.17,11.100,-0.01259,0.694,0.000
6.21,11.200,-0.01238,0.698,0.000
6.25,11.300,-0.01217,0.703,0.000
6.29,11.400,-0.01197,0.707,0.000
6.36,11.500,-0.01180,0.715,0.000
6.40,11.600,-0.01159,0.719,0.000
6.44,11.700,-0.01134,0.724,0.000
6.48,11.800,-0.01114,0.729,0.000
6.53,11.900,-0.01093,0.734,0.000
6.57,12.000,-0.01072,0.738,0.000
6.62,12.100,-0.01051,0.744,0.000
6.63,12.200,-0.01035,0.746,0.000
6.69,12.300,-0.01014,0.753,0.000
6.72,12.400,-0.00993,0.756,0.000
6.76,12.500,-0.00976,0.760,0.000
6.79,12.600,-0.00956,0.764,0.000
6.81,12.700,-0.00939,0.766,0.000
6.83,12.800,-0.00922,0.768,0.000
6.86,12.900,-0.00906,0.772,0.000
6.88,13.000,-0.00889,0.773,0.000
6.91,13.100,-0.00877,0.777,0.000
6.92,13.200,-0.00860,0.778,0.000
6.95,13.300,-0.00848,0.781,0.000
6.97,13.400,-0.00831,0.784,0.000
6.99,13.500,-0.00819,0.786,0.000
6.99,13.600,-0.00806,0.786,0.000
7.04,13.700,-0.00789,0.791,0.000
7.03,13.800,-0.00777,0.791,0.000
7.06,13.900,-0.00765,0.794,0.000
7.07,14.000,-0.00752,0.795,0.000
7.08,14.100,-0.00735,0.797,0.000
7.11,14.200,-0.00723,0.800,0.000
7.13,14.300,-0.00710,0.802,0.000
7.14,14.400,-0.00694,0.803,0.000
7.17,14.500,-0.00681,0.806,0.000
7.19,14.600,-0.00669,0.808,0.000
7.19,14.700,-0.00652,0.808,0.000
7.23,14.800,-0.00640,0.813,0.000
7.24,14.900,-0.00623,0.814,0.000
7.26,15.000,-0.00611,0.816,0.000
7.28,15.100,-0.00594,0.818,0.000
7.30,15.200,-0.00578,0.820,0.000
7.33,15.300,-0.00565,0.824,0.000
7.35,15.400,-0.00548,0.826,0.000
7.37,15.500,-0.00532,0.828,0.000
7.38,15.600,-0.00519,0.829,0.000
7.39,15.700,-0.00503,0.832,0.000
7.42,15.800,-0.00486,0.834,0.000
7.43,15.900,-0.00469,0.836,0.000
7.44,16.000,-0.00453,0.836,0.000
7.45,16.100,-0.00436,0.837,0.000
7.46,16.200,-0.00420,0.838,0.000
7.48,16.300,-0.00403,0.841,0.000
7.49,16.400,-0.00386,0.843,0.000
7.51,16.500,-0.00370,0.844,0.000
7.54,16.600,-0.00349,0.847,0.000
7.56,16.700,-0.00332,0.850,0.000
7.57,16.800,-0.00312,0.851,0.000
7.57,16.900,-0.00291,0.851,0.000
7.59,17.000,-0.00274,0.854,0.000
7.61,17.100,-0.00253,0.856,0.000
7.63,17.200,-0.00228,0.858,0.000
7.64,17.300,-0.00208,0.859,0.000
7.66,17.400,-0.00187,0.861,0.000
7.66,17.500,-0.00162,0.861,0.000
7.68,17.600,-0.00141,0.863,0.000
7.67,17.700,-0.00120,0.862,0.000
7.69,17.800,-0.00100,0.864,0.000
7.69,17.900,-0.00083,0.864,0.000
7.71,18.000,-0.00062,0.867,0.000
7.71,18.100,-0.00041,0.867,0.000
7.73,18.200,-0.00021,0.869,0.000
7.72,18.300,-0.00004,0.868,0.000
7.75,18.400,0.00013,0.871,0.000
7.75,18.500,0.00029,0.872,0.000
7.80,18.600,0.00046,0.877,0.000
7.81,18.700,0.00062,0.878,0.000
7.84,18.800,0.00079,0.881,0.000
7.85,18.900,0.00092,0.883,0.000
7.86,19.000,0.00108,0.883,0.000
7.87,19.100,0.00121,0.885,0.000
7.92,19.200,0.00137,0.890,0.000
7.90,19.300,0.00150,0.888,0.000
7.93,19.400,0.00166,0.892,0.000
7.96,19.500,0.00179,0.895,0.000
7.97,19.600,0.00191,0.896,0.000
7.99,19.700,0.00208,0.898,0.000
8.00,19.800,0.00220,0.900,0.000
8.01,19.900,0.00233,0.901,0.000
8.03,20.000,0.00249,0.903,0.000
8.04,20.100,0.00262,0.904,0.000
8.06,20.200,0.00279,0.907,0.000
8.07,20.300,0.00295,0.908,0.000
8.08,20.400,0.00308,0.909,0.000
8.11,20.500,0.00324,0.912,0.000
8.12,20.600,0.00337,0.913,0.000
8.11,20.700,0.00353,0.912,0.000
8.14,20.800,0.00370,0.916,0.000
8.13,20.900,0.00387,0.914,0.000
8.14,21.000,0.00399,0.916,0.000
8.16,21.100,0.00416,0.918,0.000
8.14,21.200,0.00432,0.916,0.000
8.16,21.300,0.00449,0.917,0.000
8.15,21.400,0.00466,0.917,0.000
8.16,21.500,0.00478,0.917,0.000
8.16,21.600,0.00495,0.917,0.000
8.18,21.700,0.00511,0.920,0.000
8.18,21.800,0.00528,0.919,0.000
8.19,21.900,0.00545,0.921,0.000
8.19,22.000,0.00561,0.921,0.000
8.21,22.100,0.00578,0.923,0.000
8.24,22.200,0.00599,0.927,0.000
8.24,22.300,0.00615,0.926,0.000
8.26,22.400,0.00636,0.928,0.000
8.29,22.500,0.00653,0.932,0.000
8.32,22.600,0.00673,0.936,0.000
8.37,22.700,0.00694,0.942,0.000
8.42,22.800,0.00715,0.947,0.000
8.49,22.900,0.00736,0.954,0.000
8.54,23.000,0.00756,0.961,0.000
8.59,23.100,0.00781,0.966,0.000
8.65,23.200,0.00802,0.973,0.000
8.70,23.300,0.00823,0.978,0.000
8.74,23.400,0.00840,0.983,0.000
8.80,23.500,0.00860,0.989,0.000
8.85,23.600,0.00881,0.995,0.000
8.90,23.700,0.00902,1.001,0.000
8.94,23.800,0.00919,1.006,0.000
8.99,23.900,0.00939,1.011,0.000
9.02,24.000,0.00956,1.014,0.000
9.09,24.100,0.00973,1.022,0.000
9.12,24.200,0.00989,1.026,0.000
9.17,24.300,0.01006,1.031,0.000
9.20,24.400,0.01018,1.035,0.000
9.24,24.500,0.01035,1.039,0.000
9.28,24.600,0.01051,1.043,0.000
9.31,24.700,0.01064,1.047,0.000
9.36,24.800,0.01076,1.052,0.000
9.37,24.900,0.01093,1.053,0.000
9.41,25.000,0.01106,1.059,0.000
9.45,25.100,0.01118,1.062,0.000
9.49,25.200,0.01135,1.067,0.000
9.53,25.300,0.01147,1.072,0.000
9.56,25.400,0.01160,1.075,0.000
9.59,25.500,0.01172,1.078,0.000
9.63,25.600,0.01189,1.083,0.000
9.65,25.700,0.01201,1.086,0.000
9.70,25.800,0.01218,1.091,0.000
9.74,25.900,0.01230,1.095,0.000
9.79,26.000,0.01247,1.101,0.000
9.82,26.100,0.01259,1.104,0.000
9.86,26.200,0.01276,1.108,0.000
9.89,26.300,0.01288,1.112,0.000
9.94,26.400,0.01305,1.118,0.000
9.98,26.500,0.01322,1.122,0.000
10.03,26.600,0.01334,1.127,0.000
10.05,26.700,0.01351,1.130,0.000
10.11,26.800,0.01367,1.136,0.000
10.14,26.900,0.01384,1.140,0.000
10.19,27.000,0.01396,1.146,0.000
10.22,27.100,0.01413,1.149,0.000
10.26,27.200,0.01430,1.154,0.000
10.29,27.300,0.01446,1.158,0.000
10.36,27.400,0.01463,1.165,0.000
10.38,27.500,0.01475,1.167,0.000
10.43,27.600,0.01496,1.173,0.000
10.47,27.700,0.01513,1.177,0.000
10.52,27.800,0.01529,1.183,0.000
10.56,27.900,0.01546,1.188,0.000
10.63,28.000,0.01567,1.196,0.000
10.68,28.100,0.01583,1.201,0.000
10.75,28.200,0.01604,1.209,0.000
10.78,28.300,0.01625,1.213,0.000
10.87,28.400,0.01650,1.223,0.000
10.89,28.500,0.01671,1.225,0.000
10.96,28.600,0.01691,1.232,0.000
11.00,28.700,0.01716,1.237,0.000
11.08,28.800,0.01737,1.245,0.000
11.10,28.900,0.01758,1.249,0.000
11.17,29.000,0.01779,1.256,0.000
11.21,29.100,0.01799,1.260,0.000
11.24,29.200,0.01820,1.264,0.000
11.29,29.300,0.01837,1.269,0.000
11.34,29.400,0.01858,1.275,0.000
11.37,29.500,0.01874,1.279,0.000
11.41,29.600,0.01895,1.283,0.000
11.45,29.700,0.01912,1.287,0.000
11.47,29.800,0.01928,1.290,0.000
11.51,29.900,0.01941,1.294,0.000
11.55,30.000,0.01957,1.298,0.000
11.57,30.100,0.01974,1.301,0.000
11.60,30.200,0.01986,1.304,0.000
11.63,30.300,0.01999,1.307,0.000
11.69,30.400,0.02016,1.314,0.000
11.70,30.500,0.02028,1.315,0.000
11.74,30.600,0.02045,1.320,0.000
11.76,30.700,0.02057,1.322,0.000
11.79,30.800,0.02070,1.325,0.000
11.83,30.900,0.02082,1.330,0.000
11.86,31.000,0.02095,1.334,0.000
11.88,31.100,0.02107,1.336,0.000
11.93,31.200,0.02124,1.342,0.000
11.95,31.300,0.02136,1.344,0.000
11.98,31.400,0.02149,1.348,0.000
12.03,31.500,0.02165,1.353,0.000
12.05,31.600,0.02178,1.355,0.000
12.10,31.700,0.02194,1.360,0.000
12.14,31.800,0.02207,1.365,0.000
12.18,31.900,0.02223,1.370,0.000
12.20,32.000,0.02236,1.372,0.000
12.26,32.100,0.02252,1.378,0.000
12.29,32.200,0.02265,1.382,0.000
12.34,32.300,0.02282,1.387,0.000
12.36,32.400,0.02298,1.390,0.000
12.43,32.500,0.02311,1.397,0.000
12.46,32.600,0.02327,1.401,0.000
12.52,32.700,0.02344,1.408,0.000
12.55,32.800,0.02356,1.411,0.000
12.61,32.900,0.02373,1.418,0.000
12.66,33.000,0.02390,1.424,0.000
12.71,33.100,0.02406,1.429,0.000
12.77,33.200,0.02423,1.436,0.000
12.84,33.300,0.02439,1.443,0.000
12.87,33.400,0.02456,1.447,0.000
12.95,33.500,0.02473,1.456,0.000
13.00,33.600,0.02489,1.462,0.000
13.07,33.700,0.02510,1.470,0.000
13.12,33.800,0.02531,1.475,0.000
13.20,33.900,0.02547,1.485,0.001
13.27,34.000,0.02568,1.492,0.001
13.37,34.100,0.02589,1.503,0.001
13.42,34.200,0.02610,1.509,0.001
13.50,34.300,0.02635,1.518,0.001
13.57,34.400,0.02656,1.526,0.001
13.66,34.500,0.02676,1.536,0.001
13.72,34.600,0.02697,1.542,0.001
13.80,34.700,0.02718,1.551,0.001
13.86,34.800,0.02739,1.559,0.001
13.94,34.900,0.02759,1.567,0.001
13.99,35.000,0.02780,1.573,0.001
14.06,35.100,0.02797,1.581,0.001
14.12,35.200,0.02818,1.588,0.001
14.18,35.300,0.02834,1.594,0.001
14.22,35.400,0.02851,1.598,0.001
14.28,35.500,0.02867,1.605,0.001
14.33,35.600,0.02884,1.611,0.001
14.39,35.700,0.02897,1.618,0.001
14.44,35.800,0.02913,1.624,0.001
14.50,35.900,0.02930,1.630,0.001
14.53,36.000,0.02942,1.634,0.001
14.60,36.100,0.02959,1.642,0.001
14.64,36.200,0.02971,1.646,0.001
14.69,36.300,0.02988,1.651,0.001
14.72,36.400,0.03000,1.655,0.001
14.77,36.500,0.03013,1.661,0.001
14.81,36.600,0.03025,1.665,0.001
14.84,36.700,0.03038,1.668,0.001
14.89,36.800,0.03054,1.675,0.001
14.94,36.900,0.03067,1.680,0.001
14.99,37.000,0.03079,1.685,0.001
15.05,37.100,0.03092,1.693,0.001
15.10,37.200,0.03104,1.698,0.001
15.15,37.300,0.03121,1.703,0.001
15.21,37.400,0.03133,1.710,0.001
15.26,37.500,0.03150,1.716,0.001
15.32,37.600,0.03163,1.722,0.001
15.38,37.700,0.03179,1.730,0.001
15.43,37.800,0.03196,1.735,0.001
15.50,37.900,0.03208,1.743,0.001
15.55,38.000,0.03225,1.749,0.001
15.62,38.100,0.03241,1.756,0.001
15.67,38.200,0.03254,1.762,0.001
15.74,38.300,0.03271,1.770,0.001
15.78,38.400,0.03287,1.775,0.001
15.86,38.500,0.03300,1.783,0.001
15.91,38.600,0.03316,1.789,0.001
15.98,38.700,0.03333,1.797,0.001
16.05,38.800,0.03350,1.805,0.001
16.12,38.900,0.03366,1.813,0.001
16.19,39.000,0.03383,1.821,0.001
16.25,39.100,0.03399,1.827,0.001
16.32,39.200,0.03416,1.835,0.001
16.39,39.300,0.03433,1.843,0.001
16.46,39.400,0.03449,1.850,0.001
16.53,39.500,0.03470,1.859,0.001
16.60,39.600,0.03487,1.867,0.001
16.70,39.700,0.03507,1.878,0.001
16.77,39.800,0.03528,1.886,0.001
16.85,39.900,0.03549,1.895,0.001
16.92,40.000,0.03570,1.902,0.001
17.01,40.100,0.03591,1.913,0.001
17.10,40.200,0.03611,1.923,0.001
17.19,40.300,0.03632,1.933,0.001
17.27,40.400,0.03653,1.941,0.001
17.35,40.500,0.03674,1.951,0.001
17.42,40.600,0.03694,1.959,0.001
17.49,40.700,0.03711,1.967,0.001
17.58,40.800,0.03732,1.977,0.001
