""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-5-28B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

31.30,0.200,0.00633,3.066,0.000
31.28,0.300,0.00633,3.064,0.000
31.29,0.400,0.00633,3.065,0.000
31.30,0.500,0.00633,3.066,0.000
31.29,0.600,0.00637,3.065,0.000
31.29,0.700,0.00637,3.065,0.000
31.29,0.800,0.00637,3.065,0.000
31.29,0.900,0.00641,3.066,0.000
31.29,1.000,0.00641,3.065,0.000
31.30,1.100,0.00645,3.066,0.000
31.29,1.200,0.00645,3.066,0.000
31.30,1.300,0.00645,3.066,0.000
31.28,1.400,0.00649,3.064,0.000
31.30,1.500,0.00653,3.066,0.000
31.31,1.600,0.00658,3.067,0.000
31.35,1.700,0.00662,3.071,0.000
31.44,1.800,0.00674,3.080,0.000
31.59,1.900,0.00683,3.095,0.000
31.80,2.000,0.00699,3.115,0.000
32.08,2.100,0.00712,3.143,0.000
32.40,2.200,0.00728,3.174,0.000
32.68,2.300,0.00745,3.202,0.000
32.96,2.400,0.00757,3.229,0.000
33.20,2.500,0.00774,3.253,0.000
33.44,2.600,0.00786,3.276,0.000
33.66,2.700,0.00799,3.297,0.000
33.84,2.800,0.00811,3.315,0.000
34.01,2.900,0.00824,3.332,0.000
34.17,3.000,0.00840,3.348,0.000
34.35,3.100,0.00853,3.365,0.000
34.48,3.200,0.00865,3.378,0.000
34.64,3.300,0.00878,3.394,0.000
34.79,3.400,0.00890,3.409,0.000
34.92,3.500,0.00907,3.421,0.000
35.07,3.600,0.00919,3.436,0.000
35.21,3.700,0.00932,3.449,0.000
35.36,3.800,0.00948,3.464,0.000
35.48,3.900,0.00961,3.476,0.000
35.63,4.000,0.00978,3.490,0.000
35.76,4.100,0.00990,3.504,0.000
35.90,4.200,0.01007,3.517,0.000
36.03,4.300,0.01019,3.530,0.000
36.16,4.400,0.01036,3.543,0.000
36.29,4.500,0.01048,3.556,0.000
36.41,4.600,0.01065,3.567,0.000
36.55,4.700,0.01081,3.581,0.000
36.67,4.800,0.01094,3.593,0.000
36.80,4.900,0.01111,3.605,0.000
36.94,5.000,0.01127,3.619,0.000
