""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-5-0B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.24,0.200,-0.04670,0.309,-0.001
2.25,0.300,-0.04670,0.310,-0.001
2.26,0.400,-0.04670,0.311,-0.001
2.25,0.500,-0.04670,0.311,-0.001
2.25,0.600,-0.04666,0.310,-0.001
2.25,0.700,-0.04666,0.310,-0.001
2.24,0.800,-0.04666,0.308,-0.001
2.25,0.900,-0.04666,0.310,-0.001
2.27,1.000,-0.04662,0.313,-0.001
2.25,1.100,-0.04662,0.311,-0.001
2.26,1.200,-0.04662,0.311,-0.001
2.26,1.300,-0.04662,0.312,-0.001
2.26,1.400,-0.04658,0.312,-0.001
2.27,1.500,-0.04658,0.313,-0.001
2.28,1.600,-0.04654,0.315,-0.001
2.35,1.700,-0.04645,0.324,-0.001
2.39,1.800,-0.04633,0.329,-0.001
2.48,1.900,-0.04620,0.342,-0.001
2.55,2.000,-0.04604,0.351,-0.001
2.61,2.100,-0.04591,0.360,-0.001
2.66,2.200,-0.04579,0.367,-0.001
2.72,2.300,-0.04566,0.375,-0.001
2.76,2.400,-0.04554,0.380,-0.001
2.80,2.500,-0.04541,0.386,-0.001
2.83,2.600,-0.04525,0.390,-0.001
2.89,2.700,-0.04512,0.399,-0.001
2.90,2.800,-0.04500,0.400,-0.001
2.96,2.900,-0.04487,0.408,-0.001
3.00,3.000,-0.04471,0.414,-0.001
3.03,3.100,-0.04458,0.418,-0.001
3.07,3.200,-0.04442,0.424,-0.001
3.10,3.300,-0.04429,0.427,-0.001
3.14,3.400,-0.04413,0.433,-0.001
3.15,3.500,-0.04400,0.435,-0.001
3.19,3.600,-0.04388,0.440,-0.001
3.23,3.700,-0.04371,0.445,-0.001
3.25,3.800,-0.04359,0.448,-0.001
3.29,3.900,-0.04342,0.453,-0.001
3.31,4.000,-0.04330,0.457,-0.001
3.34,4.100,-0.04313,0.461,-0.001
3.38,4.200,-0.04296,0.467,-0.001
3.41,4.300,-0.04284,0.471,-0.001
3.44,4.400,-0.04267,0.474,-0.001
3.48,4.500,-0.04251,0.480,-0.001
3.52,4.600,-0.04234,0.485,-0.001
3.54,4.700,-0.04217,0.488,-0.001
3.59,4.800,-0.04201,0.495,-0.001
3.62,4.900,-0.04180,0.499,-0.001
3.66,5.000,-0.04163,0.504,-0.001
3.69,5.100,-0.04143,0.509,-0.001
3.73,5.200,-0.04122,0.515,-0.001
3.78,5.300,-0.04105,0.521,-0.001
3.81,5.400,-0.04080,0.526,-0.001
3.85,5.500,-0.04059,0.531,-0.001
3.92,5.600,-0.04039,0.541,-0.001
3.99,5.700,-0.04014,0.550,-0.001
4.05,5.800,-0.03993,0.558,-0.001
4.12,5.900,-0.03972,0.568,-0.001
4.18,6.000,-0.03951,0.576,-0.001
4.22,6.100,-0.03931,0.582,-0.001
4.29,6.200,-0.03910,0.592,-0.001
4.34,6.300,-0.03893,0.598,-0.001
